I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
112  57.20664908 -002.20668151  57.20663550 -002.20671867
111  57.20664908 -002.20668151
112  57.20664908 -002.20668151  57.20659922 -002.20681493 51 101
112  57.20637433 -002.20697338  57.20620042 -002.20703186
111  57.20637433 -002.20697338 51
112  57.20594548 -002.20706043  57.20575825 -002.20708771
111  57.20594548 -002.20706043 51
111  57.20525655 -002.20709007 51
111  57.20521457 -002.20709237
112  57.20521457 -002.20709237  57.20518972 -002.20709361 51 101
111  57.20509480 -002.20704193 51
112  57.20504580 -002.20698757  57.20502989 -002.20695735
111  57.20504580 -002.20698757 51
112  57.20496123 -002.20682137  57.20492019 -002.20674949
111  57.20496123 -002.20682137
112  57.20496123 -002.20682137  57.20495259 -002.20680624 51
112  57.20493606 -002.20678004  57.20492807 -002.20676799
111  57.20493606 -002.20678004 51
111  57.20482958 -002.20661203 51
111  57.20478054 -002.20653466
112  57.20478054 -002.20653466  57.20476132 -002.20650711 51
112  57.20472293 -002.20653481  57.20470461 -002.20655457
111  57.20472293 -002.20653481 58
111  57.20466931 -002.20660980
112  57.20466931 -002.20660980  57.20460388 -002.20670976 58
112  57.20472702 -002.20692830  57.20482646 -002.20695919
111  57.20472702 -002.20692830 58
111  57.20486575 -002.20696275
112  57.20486575 -002.20696275  57.20489561 -002.20697128 58
111  57.20498090 -002.20697178
112  57.20498090 -002.20697178  57.20504106 -002.20698875 58
112  57.20515296 -002.20711616  57.20521696 -002.20719681
111  57.20515296 -002.20711616
112  57.20515296 -002.20711616  57.20519057 -002.20715081 58
112  57.20523381 -002.20715666  57.20526242 -002.20715590
111  57.20523381 -002.20715666 58
111  57.20586904 -002.20713732
112  57.20586904 -002.20713732  57.20600405 -002.20712361 58
116  57.20637433 -002.20697338  57.20647578 -002.20691415
120 Linear Feature 23
112  57.20778018 -002.20539061  57.20784242 -002.20547925 51 101
116  57.20777619 -002.20569338  57.20772000 -002.20577480
120 Linear Feature 22
112  57.20817111 -002.20541203  57.20799878 -002.20551703 51 101
115  57.20789739 -002.20547679
120 Linear Feature 21
111  57.20802481 -002.20567809 51 101
116  57.20791636 -002.20559323  57.20783871 -002.20562068
120 Linear Feature 20
111  57.20806407 -002.20548557 51 101
112  57.20802481 -002.20567809  57.20804086 -002.20580995
111  57.20802481 -002.20567809 51 101
111  57.20829065 -002.20706122
112  57.20829065 -002.20706122  57.20829528 -002.20709289 51 101
111  57.20829480 -002.20714629 51 101
115  57.20828791 -002.20738365
120 Linear Feature 19
111  57.20545011 -002.20035385 51 101
111  57.20520594 -002.20017473
112  57.20520594 -002.20017473  57.20510296 -002.20008596 51 101
116  57.20514657 -002.19963687  57.20518407 -002.19950830
120 Linear Feature 18
111  57.20468727 -002.20049635 51 101
111  57.20484315 -002.20019844
112  57.20484315 -002.20019844  57.20489277 -002.20011212 51 101
112  57.20507878 -002.20011725  57.20517111 -002.20016985
111  57.20507878 -002.20011725 51 101
115  57.20544171 -002.20039024
120 Linear Feature 1
112  57.20143451 -002.20713905  57.20135164 -002.20736380 51 101
112  57.20140398 -002.20761216  57.20146986 -002.20776188
111  57.20140398 -002.20761216 51 101
115  57.20146919 -002.20775020
120 Linear Feature 15
112  57.20545281 -002.19741098  57.20553521 -002.19741935 51 101
112  57.20564577 -002.19759718  57.20575001 -002.19777138
111  57.20564577 -002.19759718 51 101
111  57.20565607 -002.19761495 51 101
111  57.20578265 -002.19783180
112  57.20578265 -002.19783180  57.20582240 -002.19790418 51 101
112  57.20578822 -002.19838168  57.20571158 -002.19853870
111  57.20578822 -002.19838168 51 101
111  57.20560101 -002.19874419 51 101
111  57.20514657 -002.19963687
112  57.20514657 -002.19963687  57.20504657 -002.19985629 51 101
112  57.20483317 -002.19991954  57.20473110 -002.19989513
111  57.20483317 -002.19991954 51 101
115  57.20457049 -002.19972495
120 Linear Feature 14
112  57.20698300 -002.19534752  57.20704411 -002.19540777 51 101
112  57.20733742 -002.19540374  57.20753737 -002.19530314 51 101
112  57.20788468 -002.19557582  57.20806224 -002.19583608
111  57.20788468 -002.19557582
112  57.20788468 -002.19557582  57.20814593 -002.19603534 51 101
112  57.20829667 -002.19678621  57.20835721 -002.19716771
111  57.20829667 -002.19678621
112  57.20829667 -002.19678621  57.20839238 -002.19734359 51 101
112  57.20897150 -002.19852906  57.20935433 -002.19904056
111  57.20897150 -002.19852906
112  57.20897150 -002.19852906  57.20905965 -002.19863259 58 101
111  57.20922938 -002.19894254
112  57.20922938 -002.19894254  57.20927951 -002.19902867 51 101
112  57.20935775 -002.19918311  57.20939451 -002.19925864
111  57.20935775 -002.19918311
112  57.20935775 -002.19918311  57.20939261 -002.19925473 51 101
112  57.20944948 -002.19939210  57.20947565 -002.19946089
111  57.20944948 -002.19939210
112  57.20944948 -002.19939210  57.20948153 -002.19947634 51 101
112  57.20953292 -002.19964970  57.20955775 -002.19973574
111  57.20953292 -002.19964970
112  57.20953292 -002.19964970  57.20955815 -002.19973714 51 101
112  57.20960556 -002.19992567  57.20962984 -002.20002368
111  57.20960556 -002.19992567
112  57.20960556 -002.19992567  57.20967109 -002.20021015 51 101
112  57.20970788 -002.20060618  57.20973446 -002.20094145
111  57.20970788 -002.20060618 51 101
111  57.20973644 -002.20117455
112  57.20973644 -002.20117455  57.20973767 -002.20122249 51 101
111  57.20970734 -002.20212082
112  57.20970734 -002.20212082  57.20970100 -002.20227207 51 101
112  57.20962723 -002.20269512  57.20958876 -002.20289254
111  57.20962723 -002.20269512 51 101
111  57.20958801 -002.20289489
112  57.20958801 -002.20289489  57.20952711 -002.20314562 51 101
112  57.20929529 -002.20318889  57.20923499 -002.20316448
111  57.20929529 -002.20318889 51 101
115  57.20910560 -002.20304926
120 Linear Feature 13
112  57.20348625 -002.19799013  57.20359343 -002.19770296 51 101
112  57.20381484 -002.19772801  57.20396044 -002.19775651
111  57.20381484 -002.19772801 51 101
111  57.20387745 -002.19772541
112  57.20387745 -002.19772541  57.20389706 -002.19772253 51 101
111  57.20438955 -002.19761043 51 101
111  57.20471484 -002.19753594 51 101
111  57.20485776 -002.19750999 51 101
111  57.20545281 -002.19741098
112  57.20545281 -002.19741098  57.20557938 -002.19738816 51 101
112  57.20574987 -002.19721682  57.20581662 -002.19711367
111  57.20574987 -002.19721682 51 101
112  57.20586951 -002.19700149  57.20592350 -002.19688730
111  57.20586951 -002.19700149 51 101
111  57.20672332 -002.19535750
112  57.20672332 -002.19535750  57.20676639 -002.19528147 51 101
112  57.20687099 -002.19524956  57.20693083 -002.19526837
111  57.20687099 -002.19524956
112  57.20687099 -002.19524956  57.20690324 -002.19525970 51 101
112  57.20698300 -002.19534752  57.20702628 -002.19540506
111  57.20698300 -002.19534752
112  57.20698300 -002.19534752  57.20715012 -002.19562321 51 101
116  57.20706656 -002.19591559  57.20701613 -002.19604614
120 Linear Feature 12
111  57.20284761 -002.19843241 51 101
111  57.20309985 -002.19862387
112  57.20309985 -002.19862387  57.20315406 -002.19865854 51 101
116  57.20340022 -002.19837689  57.20345817 -002.19819602
120 Linear Feature 11
112  57.19938956 -002.19494334  57.19944293 -002.19501198 51 101
112  57.19957546 -002.19489484  57.19964120 -002.19478110
111  57.19957546 -002.19489484 51 101
111  57.19963186 -002.19478249 51 101
111  57.19990559 -002.19422315
112  57.19990559 -002.19422315  57.19999084 -002.19407894 51 101
112  57.20009352 -002.19400509  57.20016586 -002.19397482
111  57.20009352 -002.19400509
112  57.20009352 -002.19400509  57.20025422 -002.19394064 51 101
112  57.20062300 -002.19392388  57.20078324 -002.19392582
111  57.20062300 -002.19392388
112  57.20062300 -002.19392388  57.20078317 -002.19392581 51 101
112  57.20099917 -002.19402623  57.20105549 -002.19403220
111  57.20099917 -002.19402623
112  57.20099917 -002.19402623  57.20103806 -002.19402963 51 101
112  57.20120611 -002.19409596  57.20124715 -002.19410653
111  57.20120611 -002.19409596
112  57.20120611 -002.19409596  57.20124721 -002.19410655 51 101
111  57.20135231 -002.19407206 51 101
111  57.20155632 -002.19401342 51 101
111  57.20159843 -002.19400344 51 101
111  57.20167503 -002.19398208
112  57.20167503 -002.19398208  57.20175937 -002.19395778 51 101
112  57.20187031 -002.19403587  57.20196327 -002.19410251
111  57.20187031 -002.19403587 51 101
111  57.20190472 -002.19406095 51 101
111  57.20194935 -002.19409348 51 101
111  57.20213818 -002.19423114 51 101
111  57.20218253 -002.19426347 51 101
111  57.20222689 -002.19429478 51 101
111  57.20249056 -002.19449099 51 101
111  57.20250732 -002.19450517 51 101
111  57.20272804 -002.19466241 51 101
111  57.20287570 -002.19476761 51 101
112  57.20295412 -002.19498815  57.20298903 -002.19514388
111  57.20295412 -002.19498815 51 101
111  57.20302666 -002.19531513
112  57.20302666 -002.19531513  57.20305737 -002.19540022 51 101
111  57.20310833 -002.19545512 51 101
111  57.20324956 -002.19556848
112  57.20324956 -002.19556848  57.20328424 -002.19559716 51 101
112  57.20346011 -002.19602016  57.20348070 -002.19629124
111  57.20346011 -002.19602016 51 101
111  57.20352518 -002.19705972 51 101
111  57.20353597 -002.19723257
112  57.20353597 -002.19723257  57.20356033 -002.19758816 51 101
112  57.20348625 -002.19799013  57.20344165 -002.19818650
111  57.20348625 -002.19799013 51 101
111  57.20340022 -002.19837689
112  57.20340022 -002.19837689  57.20337055 -002.19857314 51 101
112  57.20354667 -002.19895622  57.20368166 -002.19908310
111  57.20354667 -002.19895622 51 101
115  57.20378364 -002.19913358
120 Linear Feature 9
111  57.19985622 -002.19625007 51 101
111  57.19960549 -002.19606985
112  57.19960549 -002.19606985  57.19955805 -002.19602446 51 101
112  57.19953301 -002.19582221  57.19953516 -002.19569450
111  57.19953301 -002.19582221 51 101
115  57.19955122 -002.19560366
120 Linear Feature 8
111  57.19910028 -002.19569478 51 101
111  57.19935082 -002.19588533
112  57.19935082 -002.19588533  57.19945999 -002.19590943 51 101
112  57.19955122 -002.19560366  57.19958704 -002.19541181
111  57.19955122 -002.19560366 51 101
111  57.19956507 -002.19543822 51 101
112  57.19948942 -002.19509955  57.19940661 -002.19496645
111  57.19948942 -002.19509955 51 101
111  57.19938987 -002.19494251 51 101
111  57.19920952 -002.19466111
112  57.19920952 -002.19466111  57.19903864 -002.19438511 51 101
112  57.19890770 -002.19379924  57.19885357 -002.19345969
111  57.19890770 -002.19379924 51 101
111  57.19877746 -002.19280611
112  57.19877746 -002.19280611  57.19877271 -002.19276104 51 101
112  57.19875909 -002.19262923  57.19875203 -002.19256071
111  57.19875909 -002.19262923
112  57.19875909 -002.19262923  57.19874075 -002.19245132 51 101
115  57.19871928 -002.19224065
120 Linear Feature 7
111  57.20494941 -002.20323560 51 101
111  57.20490807 -002.20331097 51 101
111  57.20482888 -002.20346156 51 101
111  57.20478231 -002.20355010 51 101
111  57.20468116 -002.20373787
112  57.20468116 -002.20373787  57.20455360 -002.20398610 51 101
112  57.20432445 -002.20393424  57.20426280 -002.20389557
111  57.20432445 -002.20393424 51 101
111  57.20406204 -002.20373908 51 101
111  57.20403822 -002.20372314 51 101
111  57.20394125 -002.20365664 51 101
111  57.20390326 -002.20363284 51 101
111  57.20364877 -002.20344811 51 101
111  57.20351129 -002.20335150 51 101
111  57.20314209 -002.20307658 51 101
111  57.20306368 -002.20301839 51 101
111  57.20217151 -002.20235624 51 101
111  57.20187735 -002.20213486 51 101
111  57.20158432 -002.20191541 51 101
111  57.20123269 -002.20166876 51 101
111  57.20087454 -002.20139940 51 101
111  57.20050676 -002.20111553 51 101
111  57.20014034 -002.20084451 51 101
111  57.19986306 -002.20064438
112  57.19986306 -002.20064438  57.19982554 -002.20061515 51 101
112  57.19977941 -002.20056561  57.19975879 -002.20054055
111  57.19977941 -002.20056561
112  57.19977941 -002.20056561  57.19974984 -002.20052967 51 101
112  57.19970004 -002.20043863  57.19966946 -002.20038624
111  57.19970004 -002.20043863 51 101
111  57.19964663 -002.20034597 51 101
111  57.19869615 -002.19868303
112  57.19869615 -002.19868303  57.19863777 -002.19857799 51 101
112  57.19854921 -002.19850047  57.19849453 -002.19846293
111  57.19854921 -002.19850047 51 101
111  57.19630662 -002.19684502
112  57.19630662 -002.19684502  57.19623599 -002.19678621 51 101
112  57.19615818 -002.19666511  57.19609175 -002.19656254
111  57.19615818 -002.19666511 51 101
111  57.19497466 -002.19477081 51 101
111  57.19431886 -002.19371816
112  57.19431886 -002.19371816  57.19420671 -002.19352155 51 101
112  57.19423221 -002.19304682  57.19427367 -002.19283416
111  57.19423221 -002.19304682 51 101
111  57.19428176 -002.19282828
112  57.19428176 -002.19282828  57.19434739 -002.19253428 51 101
112  57.19470228 -002.19248807  57.19487558 -002.19259560
111  57.19470228 -002.19248807 51 101
115  57.19496068 -002.19267734
120 Linear Feature 6
112  57.20532246 -002.20358621  57.20521737 -002.20360409 51 101
116  57.20523586 -002.20390679  57.20527470 -002.20398795
120 Linear Feature 5
112  57.20524774 -002.20265091  57.20508629 -002.20305922 51 101
116  57.20535866 -002.20361493  57.20551142 -002.20375133
120 Linear Feature 4
111  57.20662917 -002.20126327 51 101
111  57.20629810 -002.20101546
112  57.20629810 -002.20101546  57.20622345 -002.20096920 51 101
112  57.20599531 -002.20116505  57.20591132 -002.20130593
111  57.20599531 -002.20116505 51 101
115  57.20590943 -002.20132972
120 Linear Feature 3
111  57.20885022 -002.20289389 51 101
111  57.20909412 -002.20307073
112  57.20909412 -002.20307073  57.20928997 -002.20321543 51 101
112  57.20925048 -002.20402726  57.20911375 -002.20439582
111  57.20925048 -002.20402726
112  57.20925048 -002.20402726  57.20911729 -002.20435007 51 101
112  57.20878912 -002.20485501  57.20866493 -002.20501242
111  57.20878912 -002.20485501
112  57.20878912 -002.20485501  57.20857413 -002.20513072 51 101
112  57.20817111 -002.20541203  57.20790474 -002.20558115
111  57.20817111 -002.20541203 51 101
111  57.20806407 -002.20548557 51 101
111  57.20791636 -002.20559323 51 101
111  57.20777619 -002.20569338 51 101
111  57.20723454 -002.20599458
112  57.20723454 -002.20599458  57.20707116 -002.20609281 51 101
112  57.20691466 -002.20623028  57.20683749 -002.20630534
111  57.20691466 -002.20623028
112  57.20691466 -002.20623028  57.20677740 -002.20634451 51 101
111  57.20670685 -002.20623465 51 101
111  57.20523586 -002.20390679 51 101
111  57.20495593 -002.20346426
112  57.20495593 -002.20346426  57.20493782 -002.20342892 51 101
112  57.20494941 -002.20323560  57.20498275 -002.20314289
111  57.20494941 -002.20323560 51 101
111  57.20524774 -002.20265091 51 101
111  57.20534816 -002.20245045 51 101
111  57.20590943 -002.20132972
112  57.20590943 -002.20132972  57.20598243 -002.20106421 51 101
112  57.20579038 -002.20064069  57.20565948 -002.20051563
111  57.20579038 -002.20064069 51 101
115  57.20566344 -002.20054871
120 Linear Feature 2
112  57.20117956 -002.19774676  57.20112363 -002.19757111 51 101
112  57.20138778 -002.19740406  57.20162163 -002.19756318
111  57.20138778 -002.19740406 51 101
115  57.20164219 -002.19759808
120 Linear Feature 7
112  57.20465072 -002.20329781  57.20472029 -002.20344121 51 101
116  57.20468116 -002.20373787  57.20465172 -002.20384345
120 Linear Feature 6
112  57.20490210 -002.20342317  57.20487637 -002.20342248 51 101
116  57.20482888 -002.20346156  57.20481258 -002.20348320
120 Linear Feature 5
112  57.20495593 -002.20346426  57.20494396 -002.20344723 51 101
112  57.20490210 -002.20342317  57.20488010 -002.20341261
111  57.20490210 -002.20342317
112  57.20490210 -002.20342317  57.20485872 -002.20340235 51 101
116  57.20479113 -002.20339055  57.20477523 -002.20338813
120 Linear Feature 4
111  57.20497690 -002.20340639 51 101
115  57.20479113 -002.20339055
120 Linear Feature 2
112  57.20802481 -002.20567809  57.20800357 -002.20558369 51 101
116  57.20796503 -002.20552650  57.20794083 -002.20549276
120 Linear Feature 12
111  57.20396615 -002.20375001 51 101
116  57.20403822 -002.20372314  57.20408801 -002.20372916
120 Linear Feature 11
112  57.20390326 -002.20363284  57.20395429 -002.20371786 51 101
115  57.20394096 -002.20380152
120 Linear Feature 10
111  57.20402901 -002.20362037 51 101
116  57.20394125 -002.20365664  57.20389680 -002.20364570
120 Linear Feature 9
112  57.20406204 -002.20373908  57.20402559 -002.20369421 51 101
115  57.20404032 -002.20359703
120 Linear Feature 18
111  57.20525655 -002.20709007 51
112  57.20519745 -002.20705617  57.20518006 -002.20703858
111  57.20519745 -002.20705617 51
