A
1000 Generated by WorldEditor

1      3 1 0 KPAO Palo Alto
111  37.45781202 -122.11294093 20
115  37.45779197 -122.11294094
120 Linear Feature 96
111  37.45780157 -122.11296570 20
115  37.45780177 -122.11294094
120 Linear Feature 97
111  37.45754804 -122.11332644 20
115  37.45752799 -122.11332646
120 Linear Feature 96
111  37.45753759 -122.11335121 20
115  37.45753779 -122.11332646
120 Linear Feature 97
111  37.45791757 -122.11369297 20
115  37.45789751 -122.11369298
120 Linear Feature 96
111  37.45790712 -122.11371774 20
115  37.45790731 -122.11369298
120 Linear Feature 97
111  37.45818303 -122.11332377 20
115  37.45816298 -122.11332378
120 Linear Feature 96
111  37.45817258 -122.11334854 20
115  37.45817278 -122.11332378
120 Linear Feature 97
111  37.45781202 -122.11294093 20
115  37.45779197 -122.11294094
120 Linear Feature 96
111  37.45780157 -122.11296570 20
115  37.45780177 -122.11294094
120 Linear Feature 97
111  37.45754804 -122.11332644 20
115  37.45752799 -122.11332646
120 Linear Feature 96
111  37.45753759 -122.11335121 20
115  37.45753779 -122.11332646
120 Linear Feature 97
111  37.45791757 -122.11369297 20
115  37.45789751 -122.11369298
120 Linear Feature 96
111  37.45790712 -122.11371774 20
115  37.45790731 -122.11369298
120 Linear Feature 97
111  37.45818303 -122.11332377 20
115  37.45816298 -122.11332378
120 Linear Feature 96
111  37.45817258 -122.11334854 20
115  37.45817278 -122.11332378
120 Linear Feature 97
111  37.45781202 -122.11294093 20
115  37.45779197 -122.11294094
120 Linear Feature 96
111  37.45780157 -122.11296570 20
115  37.45780177 -122.11294094
120 Linear Feature 97
111  37.45754804 -122.11332644 20
115  37.45752799 -122.11332646
120 Linear Feature 96
111  37.45753759 -122.11335121 20
115  37.45753779 -122.11332646
120 Linear Feature 97
111  37.45791757 -122.11369297 20
115  37.45789751 -122.11369298
120 Linear Feature 96
111  37.45790712 -122.11371774 20
115  37.45790731 -122.11369298
120 Linear Feature 97
111  37.45818303 -122.11332377 20
115  37.45816298 -122.11332378
120 Linear Feature 96
111  37.45817258 -122.11334854 20
115  37.45817278 -122.11332378
120 Linear Feature 97
111  37.45781202 -122.11294093 20
115  37.45779197 -122.11294094
120 Linear Feature 96
111  37.45780157 -122.11296570 20
115  37.45780177 -122.11294094
120 Linear Feature 97
111  37.45754804 -122.11332644 20
115  37.45752799 -122.11332646
120 Linear Feature 96
111  37.45753759 -122.11335121 20
115  37.45753779 -122.11332646
120 Linear Feature 97
111  37.45791757 -122.11369297 20
115  37.45789751 -122.11369298
120 Linear Feature 96
111  37.45790712 -122.11371774 20
115  37.45790731 -122.11369298
120 Linear Feature 97
111  37.45812962 -122.11403335 20
115  37.45810957 -122.11403336
120 Linear Feature 96
111  37.45811918 -122.11405812 20
115  37.45811937 -122.11403336
120 Linear Feature 97
111  37.45829028 -122.11369022 20
115  37.45827023 -122.11369023
120 Linear Feature 96
111  37.45827983 -122.11371499 20
115  37.45828003 -122.11369023
120 Linear Feature 97
111  37.45850234 -122.11403061 20
115  37.45848228 -122.11403062
120 Linear Feature 96
111  37.45849189 -122.11405538 20
115  37.45849208 -122.11403062
120 Linear Feature 97
111  37.45865972 -122.11368061 20
115  37.45863967 -122.11368062
120 Linear Feature 96
111  37.45864927 -122.11370538 20
115  37.45864947 -122.11368062
120 Linear Feature 97
111  37.45887178 -122.11402100 20
115  37.45885173 -122.11402101
120 Linear Feature 96
111  37.45886133 -122.11404577 20
115  37.45886153 -122.11402101
120 Linear Feature 97
111  37.45883987 -122.11471904 20
115  37.45881981 -122.11471905
120 Linear Feature 96
111  37.45882942 -122.11474381 20
115  37.45882961 -122.11471905
120 Linear Feature 97
111  37.45884732 -122.11506829 20
115  37.45882726 -122.11506830
120 Linear Feature 96
111  37.45883687 -122.11509306 20
115  37.45883706 -122.11506830
120 Linear Feature 97
111  37.45896963 -122.11506570 20
115  37.45894957 -122.11506571
120 Linear Feature 96
111  37.45895918 -122.11509047 20
115  37.45895937 -122.11506571
120 Linear Feature 97
111  37.45907924 -122.11506570 20
115  37.45905918 -122.11506571
120 Linear Feature 96
111  37.45906879 -122.11509047 20
115  37.45906898 -122.11506571
120 Linear Feature 97
111  37.45919724 -122.11506359 20
115  37.45917718 -122.11506360
120 Linear Feature 96
111  37.45918679 -122.11508836 20
115  37.45918698 -122.11506360
120 Linear Feature 97
111  37.45932978 -122.11506077 20
115  37.45930972 -122.11506078
120 Linear Feature 96
111  37.45931933 -122.11508554 20
115  37.45931952 -122.11506078
120 Linear Feature 97
111  37.45946003 -122.11506221 20
115  37.45943998 -122.11506223
120 Linear Feature 96
111  37.45944958 -122.11508699 20
115  37.45944978 -122.11506223
120 Linear Feature 97
111  37.45959486 -122.11506462 20
115  37.45957481 -122.11506463
120 Linear Feature 96
111  37.45958441 -122.11508939 20
115  37.45958461 -122.11506463
120 Linear Feature 97
111  37.45972273 -122.11506010 20
115  37.45970268 -122.11506011
120 Linear Feature 96
111  37.45971229 -122.11508487 20
115  37.45971248 -122.11506011
120 Linear Feature 97
111  37.45985460 -122.11506100 20
115  37.45983455 -122.11506101
120 Linear Feature 96
111  37.45984415 -122.11508577 20
115  37.45984435 -122.11506101
120 Linear Feature 97
111  37.46000984 -122.11506058 20
115  37.45999012 -122.11506038
120 Linear Feature 96
111  37.45999972 -122.11507124 20
115  37.45999992 -122.11506038
120 Linear Feature 95
111  37.46008717 -122.11492806 20
115  37.46008717 -122.11489062
120 Linear Feature 95
111  37.46008717 -122.11499047 20
115  37.46008717 -122.11495303
120 Linear Feature 94
111  37.45890700 -122.11501787 20
115  37.46003154 -122.11501322
120 Linear Feature 91
111  37.46019972 -122.11475780 20
116  37.46005453 -122.11493870  37.45991252 -122.11494674
120 Linear Feature 89
111  37.46037731 -122.11493438 20
112  37.46014212 -122.11493482  37.46012896 -122.11493701 20
111  37.45980968 -122.11494287 20
115  37.45863176 -122.11493936
120 Holdshort 1
111  37.45794882 -122.11244856 54
115  37.45781479 -122.11231234
120 Holdshort 2
111  37.46042411 -122.11490956 54
115  37.46023055 -122.11471534
120 Holdshort 3
111  37.46145246 -122.11592926 54
115  37.46128031 -122.11575820
120 Holdshort 4
111  37.46354803 -122.11799691 54
115  37.46342227 -122.11787424
120 Movement Area Boundary
111  37.46025964 -122.11496166 55
111  37.45818269 -122.11289309 55
111  37.45753216 -122.11289203 55
111  37.45727920 -122.11263941 55
115  37.45747722 -122.11227731
120 Taxi Line 1
111  37.45846240 -122.11241360 1
112  37.45819587 -122.11214561  37.45806333 -122.11201517 1
111  37.45795851 -122.11218236 1
112  37.45789423 -122.11228767  37.45782609 -122.11240510 1
115  37.45791983 -122.11249575
120 Taxi Line 2
111  37.45792070 -122.11249689 1
112  37.46337448 -122.11790339  37.46347347 -122.11799873 1
111  37.46356071 -122.11785440 1
115  37.46365409 -122.11770115
120 Taxi Line 4
111  37.45992899 -122.11388063 1
112  37.46037246 -122.11432286  37.46052021 -122.11447021 1
111  37.46040431 -122.11466156 1
112  37.46036111 -122.11473091  37.46028982 -122.11484465 1
115  37.46019544 -122.11475241
120 Taxi Line 5
112  37.46038278 -122.11493695  37.46028958 -122.11484491 1
111  37.46036410 -122.11472595 1
112  37.46040707 -122.11465714  37.46052012 -122.11447014 1
111  37.46067668 -122.11462607 1
112  37.46141568 -122.11535712  37.46157002 -122.11551092 1
111  37.46145942 -122.11568946 1
112  37.46141491 -122.11576019  37.46133914 -122.11588248 1
115  37.46123676 -122.11578175
120 Taxi Line 6
112  37.46143239 -122.11597746  37.46133858 -122.11588222 1
111  37.46141139 -122.11576524 1
112  37.46145100 -122.11570068  37.46156830 -122.11551166 1
111  37.46172822 -122.11566927 1
115  37.46216566 -122.11610337
120 Runup 31 1A
111  37.45732009 -122.11248913 1
112  37.45754689 -122.11272441  37.45762391 -122.11279582 1
111  37.45772325 -122.11276233 1
115  37.45786333 -122.11270381
120 Runup 31 1B
111  37.45786892 -122.11273000 1
115  37.45785763 -122.11268150
120 Runup 31 2A
111  37.45744661 -122.11280697 1
111  37.45752729 -122.11269342 1
111  37.45773421 -122.11256260 1
115  37.45789301 -122.11228909
120 Runup 31 2B
111  37.45774015 -122.11258671 1
115  37.45772497 -122.11254431
120 Runup 31 3A
112  37.45732089 -122.11249014  37.45737617 -122.11254431 1
111  37.45750042 -122.11248739 1
115  37.45763125 -122.11244952
120 Runup 31 3B
111  37.45763455 -122.11247031 1
115  37.45762729 -122.11242541
120 Runup T 1A
111  37.46322478 -122.11799215 20
115  37.46322337 -122.11795250
120 Runup T 1B
111  37.46319255 -122.11797371 20
115  37.46322352 -122.11797273
120 Runup T 2A
111  37.46307303 -122.11783910 20
115  37.46307043 -122.11780247
120 Runup T 2B
111  37.46307161 -122.11782119 20
115  37.46304494 -122.11782335
120 Runup T 3A
111  37.46292352 -122.11768958 20
115  37.46291978 -122.11765606
120 Runup T 3B
111  37.46292146 -122.11767157 20
115  37.46289190 -122.11767648
120 Linear Feature 186
111  37.45492899 -122.11134276 20
112  37.45492126 -122.11120170  37.45488844 -122.11116522 20
112  37.45483825 -122.11116522  37.45481508 -122.11117252 20
112  37.45475523 -122.11123575  37.45473785 -122.11130384 20
112  37.45479963 -122.11139383  37.45483632 -122.11141085 20
114  37.45490196 -122.11138167  37.45491649 -122.11136350 20
120 Linear Feature 185
111  37.45487478 -122.11332831 20
112  37.45473462 -122.11286549  37.45473037 -122.11252841 20
111  37.45473037 -122.11210488 20
112  37.45480895 -122.11188551  37.45488115 -122.11175710 20
111  37.45488328 -122.11175710 20
113  37.45487691 -122.11223330 20
120 Linear Feature 184
111  37.45510627 -122.11360391 20
112  37.45502981 -122.11330696  37.45503194 -122.11307421 20
111  37.45502981 -122.11164851 20
112  37.45514025 -122.11153615  37.45519759 -122.11154150 20
111  37.45516998 -122.11183845 20
111  37.45517210 -122.11353698 20
114  37.45514449 -122.11360921  37.45512113 -122.11360921 20
120 Linear Feature 183
111  37.45544809 -122.11383572 20
112  37.45533341 -122.11377419  37.45532704 -122.11375011 20
111  37.45532492 -122.11343175 20
111  37.45532067 -122.11144018 20
112  37.45544597 -122.11140273  37.45547783 -122.11141075 20
111  37.45546508 -122.11151509 20
111  37.45546721 -122.11378232 20
114  37.45545138 -122.11383382  37.45544743 -122.11383714 20
120 Linear Feature 199
111  37.45526460 -122.11115313 20
115  37.45522787 -122.11112006
120 Linear Feature 198
111  37.45524479 -122.11113525 20
115  37.45527361 -122.11108760
120 Linear Feature 199
111  37.45545065 -122.11114650 20
115  37.45541391 -122.11111342
120 Linear Feature 198
111  37.45543083 -122.11112862 20
115  37.45545965 -122.11108096
120 Linear Feature 199
111  37.45562792 -122.11114650 20
115  37.45559118 -122.11111342
120 Linear Feature 198
111  37.45560810 -122.11112862 20
115  37.45563692 -122.11108096
120 Linear Feature 199
111  37.45578763 -122.11115313 20
115  37.45575090 -122.11112006
120 Linear Feature 198
111  37.45576782 -122.11113525 20
115  37.45579664 -122.11108760
120 Linear Feature 199
111  37.45597368 -122.11117082 20
115  37.45593694 -122.11113774
120 Linear Feature 198
111  37.45595386 -122.11115294 20
115  37.45598269 -122.11110528
120 Linear Feature 199
111  37.45621062 -122.11124599 20
115  37.45617389 -122.11121292
120 Linear Feature 198
111  37.45619081 -122.11122811 20
115  37.45621963 -122.11118046
120 Linear Feature 199
111  37.45632723 -122.11132974 20
115  37.45629050 -122.11129666
120 Linear Feature 198
111  37.45630742 -122.11131186 20
115  37.45633624 -122.11126420
120 Linear Feature 199
111  37.45643076 -122.11142858 20
115  37.45639403 -122.11139551
120 Linear Feature 198
111  37.45641095 -122.11141070 20
115  37.45643977 -122.11136305
120 Linear Feature 199
111  37.45653211 -122.11152605 20
115  37.45649538 -122.11149298
120 Linear Feature 198
111  37.45651230 -122.11150817 20
115  37.45654112 -122.11146052
120 Linear Feature 199
111  37.45663237 -122.11162216 20
115  37.45659564 -122.11158908
120 Linear Feature 198
111  37.45661256 -122.11160428 20
115  37.45664138 -122.11155662
120 Linear Feature 199
111  37.45673264 -122.11173885 20
115  37.45669590 -122.11170577
120 Linear Feature 198
111  37.45671282 -122.11172097 20
115  37.45674164 -122.11167332
120 Linear Feature 199
111  37.45683181 -122.11182671 20
115  37.45679508 -122.11179364
120 Linear Feature 198
111  37.45681200 -122.11180883 20
115  37.45684082 -122.11176118
120 Linear Feature 199
111  37.45693098 -122.11192968 20
115  37.45689425 -122.11189660
120 Linear Feature 198
111  37.45691117 -122.11191180 20
115  37.45693999 -122.11186414
120 Linear Feature 199
111  37.45703560 -122.11203264 20
115  37.45699887 -122.11199957
120 Linear Feature 198
111  37.45701579 -122.11201476 20
115  37.45704461 -122.11196711
120 Linear Feature 199
111  37.45713304 -122.11213682 20
115  37.45709630 -122.11210374
120 Linear Feature 198
111  37.45711322 -122.11211894 20
115  37.45714204 -122.11207129
120 Linear Feature 199
111  37.45723538 -122.11223790 20
115  37.45719865 -122.11220483
120 Linear Feature 198
111  37.45721557 -122.11222002 20
115  37.45724439 -122.11217237
21  37.45936500 -122.11367300 2 321.7000 4.0 -4L PAPI-4L
21  37.46295400 -122.11650200 2 141.7000 4.0 -4L PAPI-4L
20  37.46358861 -122.11801800 19.0000 0 2 {@R}13
20  37.46045237 -122.11488793 51.0000 0 2 {@R}13-31
20  37.46149312 -122.11590297 51.0000 0 2 {@R}13-31
20  37.45799949 -122.11243224 19.0000 0 2 {@R}31
14  37.45851100 -122.11441000  49.21 0 ATC
15  37.45471502 -122.11364609   1.23 Rossi Aircraft Inc.
15  37.45398009 -122.11412841  92.12 Advantage Aviation
15  37.45384647 -122.11376262  92.12 Shoreline Flying Club
15  37.46321446 -122.11797291   3.56 Runup 13
15  37.45578259 -122.11110780 -123.85 Transient - G5
15  37.45620946 -122.11120946 -123.85 Transient - G4
15  37.45652165 -122.11148769 -123.85 Transient - G3
15  37.45682746 -122.11177930 -123.85 Transient - G2
15  37.45722460 -122.11220468 -123.85 Transient - G1
15  37.45771512 -122.11257356  24.00 Runup 31
15  37.45499136 -122.11108110 -89.32 Terminal
15  37.45507055 -122.11183166 180.16 Transient - U1
15  37.45507055 -122.11264971 180.16 Transient - U2
15  37.45999938 -122.11507545  90.00 Transient - H8
15  37.45970978 -122.11507302  90.00 Transient - H7
15  37.45945108 -122.11507788  90.00 Transient - H6
15  37.45906881 -122.11507302  90.00 Transient - H1
15  37.45883793 -122.11508465  90.00 Transient - H2
15  37.45894219 -122.11474171  90.00 Transient - H3
15  37.45929936 -122.11474415  90.00 Transient - H4
15  37.45981291 -122.11474415  90.00 Transient - H5
15  37.45946153 -122.11440121  90.00 Transient - I8
15  37.45920475 -122.11440121  90.00 Transient - I7
15  37.45821240 -122.11474901  90.00 Transient - I6
15  37.45808620 -122.11474352  90.00 Transient - I5
15  37.45782656 -122.11473804  90.00 Transient - I4
15  37.45786717 -122.11447126 -90.00 Transient - I3
15  37.45749149 -122.11446760 -90.00 Transient - I2
15  37.45713430 -122.11448055 -90.00 Transient - I1
15  37.45713430 -122.11410828 -90.00 Transient - J1
15  37.45765595 -122.11411475 -90.00 Transient - J2
15  37.45802855 -122.11411475 -90.00 Transient - J3
15  37.45840733 -122.11412543 -90.00 Transient - J4
15  37.45903202 -122.11413255 -90.00 Transient - J5
15  37.45893591 -122.11378715 -90.00 Transient - K5
15  37.45845256 -122.11378359 -90.00 Transient - K4
15  37.45806813 -122.11378359 -90.00 Transient - K3
15  37.45769501 -122.11378715 -90.00 Transient - K2
15  37.45731906 -122.11378715 -90.00 Transient - K1
15  37.45720421 -122.11340350 -90.00 Transient - L1
15  37.45757168 -122.11340706 -90.00 Transient - L2
15  37.45795894 -122.11340706 -90.00 Transient - L3
15  37.45833205 -122.11340350 -90.00 Transient - L4
15  37.45809179 -122.11302604 -90.00 Transient - M3
15  37.45783456 -122.11302604 -90.00 Transient - M2
15  37.45758582 -122.11302604 -90.00 Transient - M1
15  37.45717595 -122.11270557 180.16 Transient - N1
15  37.45717595 -122.11286005 180.16 Transient - N2
15  37.45686079 -122.11300790 180.16 Transient - O3
15  37.45686605 -122.11269615 180.16 Transient - O2
15  37.45686605 -122.11238219 180.16 Transient - O1
15  37.45654311 -122.11207264 180.16 Transient - P1
15  37.45654837 -122.11284649 180.16 Transient - P2
15  37.45653960 -122.11348547 180.16 Transient - P3
15  37.45624825 -122.11364687 180.16 Transient - Q3
15  37.45624825 -122.11269614 180.16 Transient - Q2
15  37.45624825 -122.11206380 180.16 Transient - Q1
15  37.45595338 -122.11177858 180.16 Transient - R1
15  37.45595338 -122.11256127 180.16 Transient - R2
15  37.45595689 -122.11319582 180.16 Transient - R3
15  37.45566203 -122.11314497 180.16 Transient - S3
15  37.45566554 -122.11267182 180.16 Transient - S2
15  37.45566379 -122.11204170 180.16 Transient - S1
15  37.45537068 -122.11192230 180.16 Transient - T1
15  37.45536717 -122.11270719 180.16 Transient - T2
15  37.45536717 -122.11334837 180.16 Transient - T3
15  37.45507231 -122.11311843 180.16 Transient - U3
15  37.45479499 -122.11301894 180.16 Transient - V3
15  37.45478973 -122.11254579 180.16 Transient - V2
15  37.45478973 -122.11206159 180.16 Transient - V1
15  37.45468946 -122.11454539   0.00 West Valley Flying Club 3
15  37.45496747 -122.11470591   0.00 West Valley Flying Club 6
15  37.45496747 -122.11423895   0.00 West Valley Flying Club 5
15  37.45468946 -122.11422679   0.00 West Valley Flying Club 4
15  37.45469332 -122.11486885   0.00 West Valley Flying Club 2
15  37.45469332 -122.11518745   0.00 West Valley Flying Club 1
18  37.45408300 -122.11528200 1 Light beacon
19  37.45980179 -122.11307926 1 Windsock
50 13527 ATIS
53 12500 Ground
54 11860 Tower
55 12130 NORCAL APP/DEP
99
