I
1050 Generated by WorldEditor 2.1.0r1

1   4473 1 0 KOGD Ogden-Hinckley
1301 A general_aviation 
1300  41.19618984 -112.00604479 359.68 tie_down props GA Tie-Down 19
1301 A general_aviation 
1300  41.19609545 -112.00613875 179.98 tie_down props GA Tie-Down 18
1301 A general_aviation 
1300  41.19618953 -112.00623976   0.22 tie_down props GA Tie-Down 17
1301 A general_aviation 
1300  41.19609669 -112.00632512 181.23 tie_down props GA Tie-Down 16
1301 A general_aviation 
1300  41.19618821 -112.00641765   1.14 tie_down props GA Tie-Down 15
1301 A general_aviation 
1300  41.19582323 -112.00449600 359.53 tie_down turboprops|props GA Tie-Down 14
1301 A general_aviation 
1300  41.19582377 -112.00468042 359.53 tie_down turboprops|props GA Tie-Down 13
1301 A general_aviation 
1300  41.19582541 -112.00486485 359.53 tie_down turboprops|props GA Tie-Down 12
1301 A general_aviation 
1300  41.19582758 -112.00504638 359.53 tie_down turboprops|props GA Tie-Down 11
1301 A general_aviation 
1300  41.19582922 -112.00523948 359.53 tie_down turboprops|props GA Tie-Down 10
1301 A general_aviation 
1300  41.19618968 -112.00450242 359.53 tie_down props GA Tie-Down 9
1301 A general_aviation 
1300  41.19609528 -112.00459156 180.01 tie_down props GA Tie-Down 8
1301 A general_aviation 
1300  41.19618953 -112.00468343 359.94 tie_down props GA Tie-Down 7
1301 A general_aviation 
1300  41.19609503 -112.00477875 180.62 tie_down props GA Tie-Down 6
1301 A general_aviation 
1300  41.19619044 -112.00486845 359.68 tie_down props GA Tie-Down 5
1301 A general_aviation 
1300  41.19609605 -112.00496241 179.98 tie_down props GA Tie-Down 4
1301 A general_aviation 
1300  41.19618948 -112.00505128   0.22 tie_down props GA Tie-Down 3
1301 A general_aviation 
1300  41.19609729 -112.00514879 181.23 tie_down props GA Tie-Down 2
1301 A general_aviation 
1300  41.19618750 -112.00523698   1.14 tie_down props GA Tie-Down 1
1301 A general_aviation 
1300  41.18397825 -112.01659787  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-6
1301 B none 
1300  41.18418094 -112.01660645  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-5
1301 B none 
1300  41.18438835 -112.01660645  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-4
1301 B none 
1300  41.18460459 -112.01660816  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-3
1301 B none 
1300  41.18481222 -112.01660473  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-2
1301 B none 
1300  41.18502136 -112.01660302  89.65 hangar jets|turboprops|props Northrop Grumman Hangar 1-1
1301 B none 
1300  41.18545878 -112.01653460  89.65 hangar jets|turboprops|props Kemp Jet Services Hangar 2-3
1301 B none 
1300  41.18564705 -112.01653889  89.65 hangar jets|turboprops|props Kemp Jet Services Hangar 2-2
1301 B none 
1300  41.18583424 -112.01653603  89.65 hangar jets|turboprops|props Kemp Jet Services Hangar 2-1
1301 B none 
1300  41.18622806 -112.01700094   0.35 hangar jets|turboprops|props Kemp Jet Services Hangar 1-3
1301 B none 
1300  41.18622483 -112.01727323   0.35 hangar jets|turboprops|props Kemp Jet Services Hangar 1-2
1301 B none 
1300  41.18621860 -112.01753415   0.35 hangar jets|turboprops|props Kemp Jet Services Hangar 1-1
1301 B none 
1300  41.18615974 -112.01339977 307.41 hangar turboprops|props GA Hangar 165-2
1301 A none 
1300  41.18628301 -112.01328163 307.41 hangar turboprops|props GA Hangar 165-1
1301 A none 
1300  41.18644737 -112.01310294 307.41 hangar turboprops|props GA Hangar 164-2
1301 A none 
1300  41.18655495 -112.01299176 307.41 hangar turboprops|props GA Hangar 164-1
1301 A none 
1300  41.18670586 -112.01282498 307.41 hangar turboprops|props GA Hangar 163
1301 A none 
1300  41.18682465 -112.01270288 307.41 hangar turboprops|props GA Hangar 162
1301 A none 
1300  41.18695913 -112.01255993 307.41 hangar turboprops|props GA Hangar 161
1301 A none 
1300  41.18714217 -112.01236039 307.41 hangar turboprops|props GA Hangar 160
1301 A none 
1300  41.18728860 -112.01223133 307.41 hangar props GA Hangar 159
1301 A none 
1300  41.18739975 -112.01209988 307.41 hangar props GA Hangar 158
1301 A none 
1300  41.18753049 -112.01196387 307.41 hangar turboprops|props GA Hangar 157
1301 A none 
1300  41.18777624 -112.01157983 220.36 hangar props GA Hangar 156
1301 A none 
1300  41.18795340 -112.01150332 307.72 hangar props GA Hangar 155
1301 A none 
1300  41.18806711 -112.01137808 307.72 hangar props GA Hangar 154
1301 A none 
1300  41.18817684 -112.01125336 307.72 hangar props GA Hangar 153
1301 A none 
1300  41.18831729 -112.01111066 307.72 hangar props GA Hangar 152
1301 A none 
1300  41.18843031 -112.01098787 307.72 hangar props GA Hangar 151
1301 A none 
1300  41.18854549 -112.01086102 307.72 hangar props GA Hangar 150
1301 A none 
1300  41.18865530 -112.01073463 307.72 hangar props GA Hangar 149
1301 A none 
1300  41.18878866 -112.01059049 307.72 hangar props GA Hangar 148
1301 A none 
1300  41.18890542 -112.01047327 307.72 hangar props GA Hangar 147
1301 A none 
1300  41.18902110 -112.01034416 307.72 hangar props GA Hangar 146
1301 A none 
1300  41.18861376 -112.01151243 130.35 hangar turboprops|props GA Hangar 145
1301 A none 
1300  41.18875642 -112.01198839 310.04 hangar turboprops|props GA Hangar 144
1301 A none 
1300  41.18907160 -112.01108751 180.98 hangar turboprops|props GA Hangar 143
1301 A none 
1300  41.18907011 -112.01129004 180.98 hangar turboprops|props GA Hangar 142
1301 A none 
1300  41.18907011 -112.01149355 180.98 hangar turboprops|props GA Hangar 141
1301 A none 
1300  41.18907385 -112.01169210 180.98 hangar turboprops|props GA Hangar 140
1301 A none 
1300  41.18905986 -112.01188366 180.98 hangar props GA Hangar 139-2
1301 A none 
1300  41.18906208 -112.01206504 180.98 hangar turboprops|props GA Hangar 139-1
1301 A none 
1300  41.18907179 -112.01227649 180.98 hangar turboprops|props GA Hangar 138
1301 A none 
1300  41.18907328 -112.01251079 180.98 hangar turboprops|props GA Hangar 137
1301 A none 
1300  41.18945183 -112.01086276 180.98 hangar props GA Hangar 136-3
1301 A none 
1300  41.18945183 -112.01109804 180.98 hangar props GA Hangar 136-2
1301 A none 
1300  41.18945484 -112.01134540 180.98 hangar props GA Hangar 136-1
1301 A none 
1300  41.18945246 -112.01159060 180.98 hangar props GA Hangar 135
1301 A none 
1300  41.18945432 -112.01190663 180.98 hangar props GA Hangar 134
1301 A none 
1300  41.18945868 -112.01220777 180.98 hangar turboprops|props GA Hangar 133
1301 A none 
1300  41.18945761 -112.01244937 180.98 hangar turboprops|props GA Hangar 132
1301 A none 
1300  41.18945605 -112.01266447 180.98 hangar props GA Hangar 131
1301 A none 
1300  41.18950689 -112.01286302 270.00 hangar props GA Hangar 130
1301 A none 
1300  41.18981996 -112.01087795 179.32 hangar turboprops|props GA Hangar 129
1301 A none 
1300  41.18980812 -112.01108095 179.32 hangar turboprops|props GA Hangar 128-4
1301 A none 
1300  41.18980708 -112.01126089 179.32 hangar turboprops|props GA Hangar 128-3
1301 A none 
1300  41.18980449 -112.01144919 179.32 hangar turboprops|props GA Hangar 128-2
1301 A none 
1300  41.18980524 -112.01162094 179.32 hangar turboprops|props GA Hangar 128-1
1301 A none 
1300  41.18981495 -112.01179864 179.32 hangar turboprops|props GA Hangar 127
1301 A none 
1300  41.18981196 -112.01199918 179.32 hangar turboprops|props GA Hangar 126
1301 A none 
1300  41.18981495 -112.01224340 179.32 hangar turboprops|props GA Hangar 125
1301 A none 
1300  41.18981557 -112.01248332 179.32 hangar turboprops|props GA Hangar 124
1301 A none 
1300  41.18981121 -112.01270090 179.32 hangar turboprops|props GA Hangar 123
1301 A none 
1300  41.19022542 -112.01091258 179.32 hangar turboprops|props GA Hangar 122
1301 A none 
1300  41.19021915 -112.01117348 179.32 hangar props GA Hangar 121
1301 A none 
1300  41.19022032 -112.01139444 179.32 hangar turboprops|props GA Hangar 120
1301 A none 
1300  41.19021136 -112.01161126 179.32 hangar turboprops|props GA Hangar 119
1301 A none 
1300  41.19021348 -112.01180516 179.32 hangar turboprops|props GA Hangar 118-3
1301 A none 
1300  41.19021285 -112.01199213 179.32 hangar turboprops|props GA Hangar 118-2
1301 A none 
1300  41.19021278 -112.01217705 179.32 hangar turboprops|props GA Hangar 118-1
1301 A none 
1300  41.19021181 -112.01246449 179.32 hangar turboprops|props GA Hangar 117
1301 A none 
1300  41.19021118 -112.01270276 179.32 hangar turboprops|props GA Hangar 116
1301 A none 
1300  41.19057408 -112.01089068 179.32 hangar turboprops|props GA Hangar 115
1301 A none 
1300  41.19055976 -112.01112647 179.32 hangar turboprops|props GA Hangar 114
1301 A none 
1300  41.19068240 -112.01135635   0.27 hangar turboprops|props GA Hangar 113-5
1301 A none 
1300  41.19068303 -112.01153468   0.27 hangar turboprops|props GA Hangar 113-4
1301 A none 
1300  41.19068474 -112.01170825   0.27 hangar turboprops|props GA Hangar 113-3
1301 A none 
1300  41.19068654 -112.01188815   0.27 hangar turboprops|props GA Hangar 113-2
1301 A none 
1300  41.19068744 -112.01206327   0.27 hangar turboprops|props GA Hangar 113-1
1301 A none 
1300  41.19055834 -112.01228248 180.43 hangar turboprops|props GA Hangar 112
1301 A none 
1300  41.19096508 -112.01095269 180.43 hangar turboprops|props GA Hangar 111-4
1301 A none 
1300  41.19096423 -112.01114029 180.43 hangar turboprops|props GA Hangar 111-3
1301 A none 
1300  41.19096533 -112.01136353 180.43 hangar turboprops|props GA Hangar 111-2
1301 A none 
1300  41.19096682 -112.01155216 180.43 hangar turboprops|props GA Hangar 111-1
1301 A none 
1300  41.19097005 -112.01175231 180.43 hangar turboprops|props GA Hangar 110
1301 A none 
1300  41.19096289 -112.01199343 180.43 hangar turboprops|props GA Hangar 109
1301 A none 
1300  41.19096040 -112.01228962 180.43 hangar turboprops|props GA Hangar 108
1301 A none 
1300  41.19096414 -112.01252540 180.43 hangar turboprops|props GA Hangar 107-3
1301 A none 
1300  41.19096414 -112.01272098 180.43 hangar turboprops|props GA Hangar 107-2
1301 A none 
1300  41.19096787 -112.01292550 180.43 hangar turboprops|props GA Hangar 107-1
1301 A none 
1300  41.19135329 -112.01093117 180.43 hangar turboprops|props GA Hangar 106-4
1301 A none 
1300  41.19135031 -112.01110391 180.43 hangar turboprops|props GA Hangar 106-3
1301 A none 
1300  41.19135031 -112.01130247 180.43 hangar turboprops|props GA Hangar 106-2
1301 A none 
1300  41.19135180 -112.01147621 180.43 hangar turboprops|props GA Hangar 106-1
1301 A none 
1300  41.19135404 -112.01168767 180.43 hangar turboprops|props GA Hangar 105
1301 A none 
1300  41.19135255 -112.01190510 180.43 hangar turboprops|props GA Hangar 104
1301 A none 
1300  41.19135180 -112.01212351 180.43 hangar turboprops|props GA Hangar 103
1301 A none 
1300  41.19135305 -112.01234937 180.43 hangar turboprops|props GA Hangar 102
1301 A none 
1300  41.19166056 -112.01142650  90.14 hangar turboprops|props GA Hangar 101
1301 A none 
1300  41.19188433 -112.01138218  90.14 hangar turboprops|props GA Hangar 100
1301 A none 
1300  41.19169328 -112.01213152 313.54 hangar turboprops|props GA Hangar 99
1301 A none 
1300  41.19181638 -112.01196322 313.54 hangar turboprops|props GA Hangar 98
1301 A none 
1300  41.19194727 -112.01180000 313.54 hangar props GA Hangar 97
1301 A none 
1300  41.19211081 -112.01159362 313.54 hangar props GA Hangar 96
1301 A none 
1300  41.19222374 -112.01143440 313.54 hangar turboprops|props GA Hangar 95
1301 A none 
1300  41.19206298 -112.01101009 179.66 hangar jets|turboprops|props GA Hangar 94
1301 B none 
1300  41.18919092 -112.01023807 270.00 hangar props GA Hangar 93
1301 A none 
1300  41.18933619 -112.01023945 270.00 hangar props GA Hangar 92
1301 A none 
1300  41.18947212 -112.01021463 270.00 hangar props GA Hangar 91
1301 A none 
1300  41.18949504 -112.00993499 359.19 hangar turboprops|props GA Hangar 90
1301 A none 
1300  41.18973048 -112.00965302 178.06 hangar props GA Hangar 89
1301 A none 
1300  41.18972439 -112.00993047 178.50 hangar props GA Hangar 88
1301 A none 
1300  41.18972619 -112.01017350 178.50 hangar props GA Hangar 87
1301 A none 
1300  41.18995659 -112.01017945 359.37 hangar props GA Hangar 86
1301 A none 
1300  41.18995597 -112.00997511 359.37 hangar props GA Hangar 85
1301 A none 
1300  41.18995970 -112.00977242 359.37 hangar props GA Hangar 84
1301 A none 
1300  41.18996095 -112.00956807 359.37 hangar props GA Hangar 83
1301 A none 
1300  41.19002893 -112.00925932 269.24 hangar turboprops|props GA Hangar 82
1301 A none 
1300  41.19024410 -112.00925789 269.24 hangar turboprops|props GA Hangar 81
1301 A none 
1300  41.19056240 -112.00948819 180.33 hangar props GA Hangar 80-8
1301 A none 
1300  41.19069967 -112.00959044   0.33 hangar props GA Hangar 80-7
1301 A none 
1300  41.19056177 -112.00969531 180.33 hangar props GA Hangar 80-6
1301 A none 
1300  41.19069799 -112.00979731   0.33 hangar props GA Hangar 80-5
1301 A none 
1300  41.19055835 -112.00990115 180.33 hangar props GA Hangar 80-4
1301 A none 
1300  41.19069561 -112.01000340   0.33 hangar props GA Hangar 80-3
1301 A none 
1300  41.19055772 -112.01010828 180.33 hangar props GA Hangar 80-2
1301 A none 
1300  41.19069394 -112.01021027   0.33 hangar props GA Hangar 80-1
1301 A none 
1300  41.19053831 -112.00918498   0.33 hangar turboprops|props GA Hangar 79
1301 A none 
1300  41.19054851 -112.00890201   0.33 hangar props GA Hangar 78
1301 A none 
1300  41.19055006 -112.00868139   0.33 hangar props GA Hangar 77
1301 A none 
1300  41.19067128 -112.00854206 269.30 hangar turboprops|props GA Hangar 76
1301 A none 
1300  41.19106445 -112.00882113  90.36 hangar turboprops|props GA Hangar 75
1301 A none 
1300  41.19106594 -112.00923810 270.36 hangar turboprops|props GA Hangar 74
1301 A none 
1300  41.19103884 -112.00839590 270.77 hangar props GA Hangar 73
1301 A none 
1300  41.19121993 -112.00844117 270.77 hangar turboprops|props GA Hangar 72
1301 A none 
1300  41.19134276 -112.00811832   1.15 hangar turboprops|props GA Hangar 71
1301 A none 
1300  41.19153044 -112.00774274 180.54 hangar props GA Hangar 70
1301 A none 
1300  41.19159183 -112.00785336   0.54 hangar props GA Hangar 69
1301 A none 
1300  41.19152698 -112.00796443 180.54 hangar props GA Hangar 68
1301 A none 
1300  41.19159442 -112.00807561   0.54 hangar props GA Hangar 67
1301 A none 
1300  41.19152387 -112.00818543 180.54 hangar props GA Hangar 66
1301 A none 
1300  41.19159494 -112.00829730   0.54 hangar props GA Hangar 65
1301 A none 
1300  41.19152883 -112.00851287 180.54 hangar props GA Hangar 64
1301 A none 
1300  41.19159022 -112.00862467   0.54 hangar props GA Hangar 63
1301 A none 
1300  41.19152537 -112.00873694 180.54 hangar props GA Hangar 62
1301 A none 
1300  41.19159282 -112.00884931   0.54 hangar props GA Hangar 61
1301 A none 
1300  41.19152226 -112.00896031 180.54 hangar props GA Hangar 60
1301 A none 
1300  41.19159334 -112.00907338   0.54 hangar props GA Hangar 59
1301 A none 
1300  41.19152849 -112.00918921 180.54 hangar props GA Hangar 58
1301 A none 
1300  41.19187521 -112.00773622 180.54 hangar props GA Hangar 57-2
1301 A none 
1300  41.19187553 -112.00793050 180.54 hangar props GA Hangar 57-1
1301 A none 
1300  41.19189106 -112.00819359 180.54 hangar props GA Hangar 56
1301 A none 
1300  41.19189256 -112.00850334 180.54 hangar props GA Hangar 55
1301 A none 
1300  41.19189480 -112.00873169 180.54 hangar props GA Hangar 54
1301 A none 
1300  41.19189629 -112.00894911 180.54 hangar props GA Hangar 53
1301 A none 
1300  41.19189704 -112.00917944 180.54 hangar props GA Hangar 52
1301 A none 
1300  41.19212790 -112.00768867 180.54 hangar props GA Hangar 51
1301 A none 
1300  41.19212582 -112.00796928 180.54 hangar props GA Hangar 50
1301 A none 
1300  41.19212530 -112.00819611 180.54 hangar props GA Hangar 49
1301 A none 
1300  41.19213531 -112.00857189 180.54 hangar props GA Hangar 48
1301 A none 
1300  41.19212670 -112.00884924 180.54 hangar props GA Hangar 47
1301 A none 
1300  41.19213084 -112.00914904 180.54 hangar props GA Hangar 46
1301 A none 
1300  41.19229926 -112.00800647   0.68 hangar props GA Hangar 45-4
1301 A none 
1300  41.19229962 -112.00809377   0.68 hangar props GA Hangar 45-3
1301 A none 
1300  41.19229998 -112.00818528   0.68 hangar props GA Hangar 45-2
1301 A none 
1300  41.19230057 -112.00827341   0.68 hangar props GA Hangar 45-1
1301 A none 
1300  41.19239220 -112.00779923 270.00 hangar turboprops|props GA Hangar 44
1301 A none 
1300  41.19249501 -112.00871682 179.70 hangar jets|turboprops|props ATP Flight School Hangar 2
1301 B none 
1300  41.19261120 -112.00925437 269.20 hangar jets|turboprops|props ATP Flight School Hangar 1
1301 B none 
1300  41.19374489 -112.00751825 319.55 hangar turboprops|props GA Hangar 43
1301 A none 
1300  41.19381058 -112.00781005  43.42 hangar turboprops|props GA Hangar 42-4
1301 A none 
1300  41.19395370 -112.00799001  43.42 hangar turboprops|props GA Hangar 42-3
1301 A none 
1300  41.19404281 -112.00811417  43.42 hangar turboprops|props GA Hangar 42-2
1301 A none 
1300  41.19413299 -112.00823856  43.42 hangar turboprops|props GA Hangar 42-1
1301 A none 
1300  41.19361130 -112.00682736  43.42 hangar turboprops|props GA Hangar 41
1301 A none 
1300  41.19374204 -112.00700110  43.42 hangar props GA Hangar 40
1301 A none 
1300  41.19389444 -112.00720364  43.42 hangar props GA Hangar 39
1301 A none 
1300  41.19405303 -112.00756403 225.20 hangar props GA Hangar 38
1301 A none 
1300  41.19416821 -112.00770468 225.20 hangar props GA Hangar 37-2
1301 A none 
1300  41.19425288 -112.00781390 225.20 hangar props GA Hangar 37-1
1301 A none 
1300  41.19437949 -112.00798404 225.20 hangar props GA Hangar 36
1301 A none 
1300  41.19383424 -112.00665494 225.20 hangar props GA Hangar 35
1301 A none 
1300  41.19397058 -112.00684441 225.20 hangar props GA Hangar 34
1301 A none 
1300  41.19408825 -112.00699334 225.20 hangar props GA Hangar 33
1301 A none 
1300  41.19429183 -112.00727381 225.20 hangar props GA Hangar 32
1301 A none 
1300  41.19442362 -112.00744061 225.20 hangar props GA Hangar 31
1301 A none 
1300  41.19457871 -112.00764791 225.20 hangar props GA Hangar 30
1301 A none 
1300  41.19399501 -112.00630898 225.20 hangar props GA Hangar 29
1301 A none 
1300  41.19414246 -112.00650401 225.20 hangar props GA Hangar 28
1301 A none 
1300  41.19428728 -112.00669477 225.20 hangar props GA Hangar 27
1301 A none 
1300  41.19450872 -112.00699739 225.20 hangar props GA Hangar 26
1301 A none 
1300  41.19460285 -112.00711455 225.20 hangar props GA Hangar 25
1301 A none 
1300  41.19468977 -112.00722944 225.20 hangar props GA Hangar 24
1301 A none 
1300  41.19477991 -112.00734707 225.20 hangar props GA Hangar 23
1301 A none 
1300  41.19414474 -112.00610588  44.84 hangar props GA Hangar 22-4
1301 A none 
1300  41.19423977 -112.00623693  44.84 hangar props GA Hangar 22-3
1301 A none 
1300  41.19433749 -112.00636560  44.84 hangar props GA Hangar 22-2
1301 A none 
1300  41.19443252 -112.00649428  44.84 hangar props GA Hangar 22-1
1301 A none 
1300  41.19484997 -112.00599746 269.34 hangar props GA Hangar 21
1301 A none 
1300  41.19473563 -112.00662972 222.72 hangar turboprops|props GA Hangar 20
1301 A none 
1300  41.19490373 -112.00682531 222.72 hangar turboprops|props GA Hangar 19-2
1301 A none 
1300  41.19505614 -112.00700464 222.72 hangar turboprops|props GA Hangar 19-1
1301 A none 
1300  41.19547805 -112.00648924   0.27 hangar jets|turboprops|props Cornerstone Aviation Hangar 1
1301 B none 
1300  41.19548128 -112.00611180   0.27 hangar turboprops|props Cornerstone Aviation Hangar 2-2
1301 A none 
1300  41.19522487 -112.00611418 180.45 hangar turboprops|props Cornerstone Aviation Hangar 2-1
1301 A none 
1300  41.19463206 -112.00569102 180.45 hangar props GA Hangar 18-2
1301 A none 
1300  41.19483431 -112.00563241  90.00 hangar props GA Hangar 18-1
1301 A none 
1300  41.19502559 -112.00563326  90.00 hangar props GA Hangar 17-6
1301 A none 
1300  41.19510497 -112.00572014 270.00 hangar props GA Hangar 17-5
1301 A none 
1300  41.19518176 -112.00563257  89.73 hangar props GA Hangar 17-4
1301 A none 
1300  41.19526321 -112.00571876 270.97 hangar props GA Hangar 17-3
1301 A none 
1300  41.19534103 -112.00562844  90.69 hangar props GA Hangar 17-2
1301 A none 
1300  41.19542662 -112.00571807 270.00 hangar props GA Hangar 17-1
1301 A none 
1300  41.19484851 -112.00526902 270.55 hangar props GA Hangar 16
1301 A none 
1300  41.19502931 -112.00518363  90.00 hangar props GA Hangar 15-6
1301 A none 
1300  41.19510869 -112.00527050 270.00 hangar props GA Hangar 15-5
1301 A none 
1300  41.19518547 -112.00518294  89.73 hangar props GA Hangar 15-4
1301 A none 
1300  41.19526693 -112.00526913 270.97 hangar props GA Hangar 15-3
1301 A none 
1300  41.19534475 -112.00517880  90.69 hangar props GA Hangar 15-2
1301 A none 
1300  41.19543034 -112.00526844 270.00 hangar props GA Hangar 15-1
1301 A none 
1300  41.19525588 -112.00473939 179.68 hangar turboprops|props GA Hangar 14
1301 A none 
1300  41.19544952 -112.00481803 270.48 hangar props GA Hangar 13
1301 A none 
1300  41.19548807 -112.00456663   0.72 hangar props GA Hangar 12
1301 A none 
1300  41.19549076 -112.00430333   0.72 hangar props GA Hangar 11
1301 A none 
1300  41.19564747 -112.00392365 323.19 hangar turboprops|props CB SkyShare Hangar 1-4
1301 A none 
1300  41.19573488 -112.00375685 323.19 hangar turboprops|props CB SkyShare Hangar 1-3
1301 A none 
1300  41.19582603 -112.00359898 323.19 hangar turboprops|props CB SkyShare Hangar 1-2
1301 A none 
1300  41.19590597 -112.00345403 323.19 hangar turboprops|props CB SkyShare Hangar 1-1
1301 A none 
1300  41.19604851 -112.00326280 323.19 hangar turboprops|props GA Hangar 10
1301 A none 
1300  41.19618837 -112.00298043 323.19 hangar turboprops|props GA Hangar 9
1301 A none 
1300  41.19645148 -112.00266402 315.02 hangar turboprops|props GA Hangar 8
1301 A none 
1300  41.19833320 -112.00160965  17.32 tie_down turboprops|props Borsight Tie-Down 2
1301 A general_aviation 
1300  41.19827618 -112.00136230  17.32 tie_down turboprops|props Borsight Tie-Down 1
1301 A general_aviation 
1300  41.19850572 -112.00100457 287.13 hangar jets|turboprops|props Borsight Hangar
1301 B none 
1300  41.19897170 -112.00083803  14.78 hangar turboprops|props USFS Hangar 2
1301 A none 
1300  41.19910618 -112.00054750 283.63 hangar jets|turboprops|props USFS Hangar 1-2
1301 B none 
1300  41.19930886 -112.00048631 284.87 hangar jets|turboprops|props USFS Hangar 1-1
1301 B none 
1300  41.19964337 -112.00030384 283.63 hangar turboprops|props GA Hangar 7
1301 A none 
1300  41.19985208 -112.00026523 287.81 hangar turboprops|props GA Hangar 6
1301 A none 
1300  41.20000110 -112.00018648 287.81 hangar turboprops|props GA Hangar 5
1301 A none 
1300  41.20016770 -112.00011797 287.81 hangar turboprops|props GA Hangar 4
1301 A none 
1300  41.20032086 -112.00004549 287.81 hangar turboprops|props GA Hangar 3-2
1301 A none 
1300  41.20044936 -111.99998889 287.81 hangar turboprops|props GA Hangar 3-1
1301 A none 
1300  41.20072981 -111.99983010 287.81 hangar jets|turboprops|props GA Hangar 2
1301 B none 
1300  41.20108114 -111.99968660 318.81 hangar turboprops|props GA Hangar 1-2
1301 A none 
1300  41.20123971 -111.99948928 318.81 hangar turboprops|props GA Hangar 1-1
1301 A none 
18  41.19358653 -112.00825008 1 Airport Beacon
19  41.19625152 -112.01322664 1 WS
19  41.18940262 -112.01584045 0 WS
51 12295 Ogden Unicom
50 12555 ATIS
53 12170 Ogden Ground
54 11870 Ogden Tower
55 12110 Salt Lake City Approach
56 12110 Salt Lake City Departure
99
