I
1050 Generated by WorldEditor

1    232 1 0 KNLC LEMOORE NAS
111  36.32793495 -119.95270976 20
115  36.32789748 -119.95268821
120 Linear Feature 67
111  36.32838773 -119.95192559 20
111  36.32827963 -119.95186554 20
111  36.32824793 -119.95184796 20
115  36.32821046 -119.95182641
120 Linear Feature 67
111  36.32787489 -119.95121783 20
111  36.32798351 -119.95127642 20
111  36.32801536 -119.95129358 20
115  36.32805301 -119.95131463
120 Linear Feature 67
111  36.32756910 -119.95207964 20
111  36.32767773 -119.95213823 20
111  36.32770958 -119.95215538 20
115  36.32774722 -119.95217643
120 Linear Feature 67
111  36.32843206 -119.95256222 20
111  36.32854068 -119.95262080 20
111  36.32857253 -119.95263796 20
115  36.32861018 -119.95265901
120 Linear Feature 67
111  36.32873784 -119.95169148 20
111  36.32884647 -119.95175006 20
111  36.32887832 -119.95176722 20
115  36.32891597 -119.95178827
120 Linear Feature 67
111  36.33218086 -119.94868177 20
111  36.33207240 -119.94862272 20
111  36.33204060 -119.94860543 20
115  36.33200301 -119.94858422
120 Linear Feature 67
111  36.33187760 -119.94954166 20
111  36.33176914 -119.94948261 20
111  36.33173734 -119.94946532 20
115  36.33169975 -119.94944411
120 Linear Feature 67
111  36.33163470 -119.94801087 20
111  36.33174272 -119.94807117 20
111  36.33177439 -119.94808883 20
115  36.33181182 -119.94811047
120 Linear Feature 67
111  36.33132514 -119.94886237 20
111  36.33143316 -119.94892267 20
111  36.33146483 -119.94894033 20
115  36.33150226 -119.94896196
120 Linear Feature 67
111  36.32997256 -119.94706863 20
111  36.33008058 -119.94712893 20
111  36.33011225 -119.94714659 20
115  36.33014968 -119.94716822
120 Linear Feature 67
111  36.32965984 -119.94792816 20
111  36.32976786 -119.94798846 20
111  36.32979953 -119.94800612 20
115  36.32983696 -119.94802776
120 Linear Feature 67
111  36.33047542 -119.94840163 20
111  36.33058344 -119.94846192 20
111  36.33061511 -119.94847958 20
115  36.33065254 -119.94850122
120 Linear Feature 67
111  36.33078463 -119.94754900 20
111  36.33089264 -119.94760930 20
111  36.33092431 -119.94762696 20
115  36.33096174 -119.94764860
120 Linear Feature 67
111  36.33010602 -119.94860654 20
111  36.32999757 -119.94854746 20
111  36.32996577 -119.94853016 20
115  36.32992818 -119.94850895
120 Linear Feature 67
111  36.33040981 -119.94774701 20
111  36.33030136 -119.94768793 20
111  36.33026956 -119.94767062 20
115  36.33023197 -119.94764941
120 Linear Feature 67
111  36.33125370 -119.94820955 20
111  36.33114525 -119.94815047 20
111  36.33111345 -119.94813317 20
115  36.33107586 -119.94811196
120 Linear Feature 67
111  36.33094541 -119.94906782 20
111  36.33083696 -119.94900874 20
111  36.33080516 -119.94899144 20
115  36.33076757 -119.94897022
120 Linear Feature 67
111  36.33351991 -119.94946284 20
111  36.33341145 -119.94940376 20
111  36.33337966 -119.94938646 20
115  36.33334207 -119.94936524
120 Linear Feature 67
111  36.33321568 -119.95031217 20
111  36.33310722 -119.95025309 20
111  36.33307542 -119.95023579 20
115  36.33303784 -119.95021457
120 Linear Feature 67
111  36.33444402 -119.95057944 20
111  36.33455268 -119.95063793 20
111  36.33458454 -119.95065506 20
115  36.33462220 -119.95067607
120 Linear Feature 67
111  36.33444402 -119.95057944 20
111  36.33455268 -119.95063793 20
111  36.33458454 -119.95065506 20
115  36.33462220 -119.95067607
120 Linear Feature 67
111  36.33438120 -119.94993257 20
111  36.33427280 -119.94987335 20
111  36.33424101 -119.94985601 20
115  36.33420344 -119.94983474
120 Linear Feature 67
111  36.33444402 -119.95057944 20
111  36.33455268 -119.95063793 20
111  36.33458454 -119.95065506 20
115  36.33462220 -119.95067607
120 Linear Feature 67
111  36.33444402 -119.95057944 20
111  36.33455268 -119.95063793 20
111  36.33458454 -119.95065506 20
115  36.33462220 -119.95067607
120 Linear Feature 67
111  36.33524958 -119.95628999 20
111  36.33535824 -119.95634848 20
111  36.33539010 -119.95636561 20
115  36.33542776 -119.95638662
120 Linear Feature 67
111  36.33439474 -119.95581434 20
111  36.33450341 -119.95587282 20
111  36.33453526 -119.95588996 20
115  36.33457293 -119.95591097
120 Linear Feature 67
111  36.33345306 -119.95478238 20
111  36.33356110 -119.95484262 20
111  36.33359277 -119.95486027 20
115  36.33363022 -119.95488188
120 Linear Feature 67
111  36.33411530 -119.95494148 20
111  36.33400737 -119.95488091 20
111  36.33397574 -119.95486317 20
115  36.33393834 -119.95484144
120 Linear Feature 67
111  36.33325412 -119.95447732 20
111  36.33314620 -119.95441675 20
111  36.33311456 -119.95439901 20
115  36.33307716 -119.95437728
120 Linear Feature 67
111  36.33259398 -119.95430719 20
111  36.33270206 -119.95436732 20
111  36.33273375 -119.95438493 20
115  36.33277120 -119.95440651
120 Linear Feature 67
111  36.33239397 -119.95399858 20
111  36.33228536 -119.95393992 20
111  36.33225353 -119.95392274 20
115  36.33221588 -119.95390168
120 Linear Feature 67
111  36.33172991 -119.95383544 20
111  36.33183829 -119.95389473 20
111  36.33187006 -119.95391209 20
115  36.33190762 -119.95393338
120 Linear Feature 67
111  36.33522870 -119.95545490 20
111  36.33512013 -119.95539616 20
111  36.33508830 -119.95537896 20
115  36.33505066 -119.95535786
120 Linear Feature 67
111  36.33608673 -119.95592516 20
111  36.33597815 -119.95586642 20
111  36.33594633 -119.95584922 20
115  36.33590869 -119.95582812
120 Linear Feature 67
111  36.33352177 -119.95028077 20
111  36.33363044 -119.95033926 20
111  36.33366229 -119.95035639 20
115  36.33369996 -119.95037740
120 Linear Feature 67
111  36.33444297 -119.94976162 20
111  36.33433456 -119.94970240 20
111  36.33430278 -119.94968506 20
115  36.33426521 -119.94966380
120 Linear Feature 67
111  36.32725599 -119.95212573 20
111  36.32714787 -119.95206569 20
111  36.32711618 -119.95204810 20
115  36.32707871 -119.95202656
120 Linear Feature 67
111  36.32756537 -119.95126839 20
111  36.32745725 -119.95120835 20
111  36.32742556 -119.95119077 20
115  36.32738809 -119.95116922
120 Linear Feature 67
111  36.32813737 -119.95261691 20
111  36.32802925 -119.95255687 20
111  36.32799756 -119.95253929 20
115  36.32796009 -119.95251774
120 Linear Feature 67
111  36.32845035 -119.95175511 20
111  36.32834223 -119.95169507 20
111  36.32831054 -119.95167748 20
115  36.32827307 -119.95165594
120 Linear Feature 67
111  36.32781376 -119.95138914 20
111  36.32792239 -119.95144773 20
111  36.32795423 -119.95146489 20
115  36.32799189 -119.95148593
120 Linear Feature 67
111  36.32750797 -119.95225094 20
111  36.32761660 -119.95230953 20
111  36.32764844 -119.95232669 20
115  36.32768610 -119.95234773
120 Linear Feature 67
111  36.32837093 -119.95273352 20
111  36.32847956 -119.95279211 20
111  36.32851140 -119.95280927 20
115  36.32854906 -119.95283031
120 Linear Feature 67
111  36.32867671 -119.95186278 20
111  36.32878535 -119.95192137 20
111  36.32881719 -119.95193853 20
115  36.32885485 -119.95195957
120 Linear Feature 67
111  36.33224247 -119.94851073 20
111  36.33213399 -119.94845168 20
111  36.33210220 -119.94843438 20
115  36.33206460 -119.94841318
120 Linear Feature 67
111  36.33193921 -119.94937062 20
111  36.33183073 -119.94931157 20
111  36.33179894 -119.94929428 20
115  36.33176134 -119.94927307
120 Linear Feature 67
111  36.33157182 -119.94818120 20
111  36.33167985 -119.94824150 20
111  36.33171151 -119.94825916 20
115  36.33174895 -119.94828079
120 Linear Feature 67
111  36.33126226 -119.94903270 20
111  36.33137029 -119.94909299 20
111  36.33140195 -119.94911065 20
115  36.33143939 -119.94913229
120 Linear Feature 67
111  36.32990968 -119.94723896 20
111  36.33001771 -119.94729925 20
111  36.33004937 -119.94731691 20
115  36.33008681 -119.94733855
120 Linear Feature 67
111  36.32959696 -119.94809849 20
111  36.32970498 -119.94815879 20
111  36.32973665 -119.94817645 20
115  36.32977409 -119.94819809
120 Linear Feature 67
111  36.33041254 -119.94857195 20
111  36.33052057 -119.94863225 20
111  36.33055223 -119.94864991 20
115  36.33058967 -119.94867155
120 Linear Feature 67
111  36.33072174 -119.94771933 20
111  36.33082977 -119.94777963 20
111  36.33086143 -119.94779729 20
115  36.33089887 -119.94781892
120 Linear Feature 67
111  36.33016765 -119.94843551 20
111  36.33005919 -119.94837644 20
111  36.33002740 -119.94835913 20
115  36.32998980 -119.94833792
120 Linear Feature 67
111  36.33047144 -119.94757598 20
111  36.33036298 -119.94751690 20
111  36.33033119 -119.94749960 20
115  36.33029359 -119.94747838
120 Linear Feature 67
111  36.33131533 -119.94803853 20
111  36.33120687 -119.94797945 20
111  36.33117508 -119.94796214 20
115  36.33113749 -119.94794093
120 Linear Feature 67
111  36.33100704 -119.94889679 20
111  36.33089858 -119.94883771 20
111  36.33086679 -119.94882041 20
115  36.33082919 -119.94879920
120 Linear Feature 67
111  36.33358154 -119.94929181 20
111  36.33347308 -119.94923273 20
111  36.33344129 -119.94921543 20
115  36.33340369 -119.94919422
120 Linear Feature 67
111  36.33327731 -119.95014114 20
111  36.33316885 -119.95008206 20
111  36.33313706 -119.95006476 20
115  36.33309946 -119.95004354
120 Linear Feature 67
111  36.33438299 -119.95075080 20
111  36.33449166 -119.95080929 20
111  36.33452351 -119.95082642 20
115  36.33456118 -119.95084743
120 Linear Feature 67
111  36.33438299 -119.95075080 20
111  36.33449166 -119.95080929 20
111  36.33452351 -119.95082642 20
115  36.33456118 -119.95084743
120 Linear Feature 67
111  36.33444297 -119.94976162 20
111  36.33433456 -119.94970240 20
111  36.33430278 -119.94968506 20
115  36.33426521 -119.94966380
120 Linear Feature 67
111  36.33438299 -119.95075080 20
111  36.33449166 -119.95080929 20
111  36.33452351 -119.95082642 20
115  36.33456118 -119.95084743
120 Linear Feature 67
111  36.33438299 -119.95075080 20
111  36.33449166 -119.95080929 20
111  36.33452351 -119.95082642 20
115  36.33456118 -119.95084743
120 Linear Feature 67
111  36.33518855 -119.95646135 20
111  36.33529722 -119.95651984 20
111  36.33532907 -119.95653697 20
115  36.33536674 -119.95655798
120 Linear Feature 67
111  36.33433372 -119.95598569 20
111  36.33444238 -119.95604418 20
111  36.33447423 -119.95606132 20
115  36.33451190 -119.95608233
120 Linear Feature 67
111  36.33339025 -119.95495274 20
111  36.33349829 -119.95501298 20
111  36.33352996 -119.95503062 20
115  36.33356740 -119.95505224
120 Linear Feature 67
111  36.33417845 -119.95477131 20
111  36.33407052 -119.95471074 20
111  36.33403889 -119.95469300 20
115  36.33400149 -119.95467127
120 Linear Feature 67
111  36.33331727 -119.95430715 20
111  36.33320935 -119.95424659 20
111  36.33317771 -119.95422884 20
115  36.33314031 -119.95420712
120 Linear Feature 67
111  36.33253128 -119.95447761 20
111  36.33263936 -119.95453774 20
111  36.33267104 -119.95455535 20
115  36.33270850 -119.95457693
120 Linear Feature 67
111  36.33245516 -119.95382731 20
111  36.33234656 -119.95376866 20
111  36.33231472 -119.95375148 20
115  36.33227708 -119.95373041
120 Linear Feature 67
111  36.33166806 -119.95400635 20
111  36.33177645 -119.95406563 20
111  36.33180822 -119.95408300 20
115  36.33184578 -119.95410429
120 Linear Feature 67
111  36.33528765 -119.95528369 20
111  36.33517907 -119.95522496 20
111  36.33514725 -119.95520775 20
115  36.33510961 -119.95518665
120 Linear Feature 67
111  36.33614568 -119.95575395 20
111  36.33603710 -119.95569521 20
111  36.33600527 -119.95567801 20
115  36.33596764 -119.95565691
120 Linear Feature 67
111  36.33346308 -119.95045211 20
111  36.33357174 -119.95051060 20
111  36.33360360 -119.95052773 20
115  36.33364126 -119.95054874
120 Linear Feature 67
111  36.33450241 -119.94959068 20
111  36.33439401 -119.94953146 20
111  36.33436222 -119.94951411 20
115  36.33432465 -119.94949285
120 Linear Feature 67
111  36.32731627 -119.95195524 20
111  36.32720816 -119.95189520 20
111  36.32717646 -119.95187762 20
115  36.32713899 -119.95185607
120 Linear Feature 67
111  36.32762565 -119.95109791 20
111  36.32751754 -119.95103786 20
111  36.32748584 -119.95102028 20
115  36.32744838 -119.95099873
120 Linear Feature 67
111  36.32819765 -119.95244642 20
111  36.32808954 -119.95238638 20
111  36.32805784 -119.95236880 20
115  36.32802038 -119.95234725
120 Linear Feature 67
111  36.32851063 -119.95158462 20
111  36.32840252 -119.95152458 20
111  36.32837082 -119.95150700 20
115  36.32833336 -119.95148545
120 Linear Feature 67
111  36.32775496 -119.95156043 20
111  36.32786359 -119.95161902 20
111  36.32789544 -119.95163617 20
115  36.32793309 -119.95165722
120 Linear Feature 67
111  36.32744918 -119.95242223 20
111  36.32755780 -119.95248082 20
111  36.32758965 -119.95249798 20
115  36.32762730 -119.95251902
120 Linear Feature 67
111  36.32831213 -119.95290481 20
111  36.32842076 -119.95296340 20
111  36.32845261 -119.95298055 20
115  36.32849026 -119.95300160
120 Linear Feature 67
111  36.32861792 -119.95203407 20
111  36.32872655 -119.95209266 20
111  36.32875840 -119.95210981 20
115  36.32879604 -119.95213086
120 Linear Feature 67
111  36.33230173 -119.94833969 20
111  36.33219327 -119.94828064 20
111  36.33216146 -119.94826335 20
115  36.33212388 -119.94824214
120 Linear Feature 67
111  36.33199847 -119.94919959 20
111  36.33189001 -119.94914053 20
111  36.33185821 -119.94912324 20
115  36.33182062 -119.94910204
120 Linear Feature 67
111  36.33151128 -119.94835154 20
111  36.33161930 -119.94841184 20
111  36.33165097 -119.94842950 20
115  36.33168840 -119.94845114
120 Linear Feature 67
111  36.33120172 -119.94920304 20
111  36.33130974 -119.94926334 20
111  36.33134141 -119.94928100 20
115  36.33137884 -119.94930263
120 Linear Feature 67
111  36.32984914 -119.94740930 20
111  36.32995716 -119.94746960 20
111  36.32998883 -119.94748726 20
115  36.33002626 -119.94750890
120 Linear Feature 67
111  36.32953642 -119.94826884 20
111  36.32964444 -119.94832913 20
111  36.32967611 -119.94834679 20
115  36.32971354 -119.94836843
120 Linear Feature 67
111  36.33035200 -119.94874230 20
111  36.33046002 -119.94880260 20
111  36.33049169 -119.94882026 20
115  36.33052912 -119.94884189
120 Linear Feature 67
111  36.33066120 -119.94788967 20
111  36.33076922 -119.94794997 20
111  36.33080089 -119.94796763 20
115  36.33083832 -119.94798927
120 Linear Feature 67
111  36.33022694 -119.94826449 20
111  36.33011849 -119.94820541 20
111  36.33008669 -119.94818811 20
115  36.33004911 -119.94816690
120 Linear Feature 67
111  36.33053073 -119.94740496 20
111  36.33042228 -119.94734588 20
111  36.33039048 -119.94732858 20
115  36.33035290 -119.94730736
120 Linear Feature 67
111  36.33137463 -119.94786751 20
111  36.33126617 -119.94780843 20
111  36.33123437 -119.94779112 20
115  36.33119679 -119.94776991
120 Linear Feature 67
111  36.33106633 -119.94872577 20
111  36.33095788 -119.94866669 20
111  36.33092608 -119.94864939 20
115  36.33088849 -119.94862818
120 Linear Feature 67
111  36.33364083 -119.94912079 20
111  36.33353238 -119.94906171 20
111  36.33350058 -119.94904441 20
115  36.33346299 -119.94902320
120 Linear Feature 67
111  36.33333660 -119.94997012 20
111  36.33322815 -119.94991104 20
111  36.33319635 -119.94989374 20
115  36.33315876 -119.94987252
120 Linear Feature 67
111  36.33432430 -119.95092214 20
111  36.33443296 -119.95098063 20
111  36.33446482 -119.95099776 20
115  36.33450248 -119.95101877
120 Linear Feature 67
111  36.33432430 -119.95092214 20
111  36.33443296 -119.95098063 20
111  36.33446482 -119.95099776 20
115  36.33450248 -119.95101877
120 Linear Feature 67
111  36.33450241 -119.94959068 20
111  36.33439401 -119.94953146 20
111  36.33436222 -119.94951411 20
115  36.33432465 -119.94949285
120 Linear Feature 67
111  36.33432430 -119.95092214 20
111  36.33443296 -119.95098063 20
111  36.33446482 -119.95099776 20
115  36.33450248 -119.95101877
120 Linear Feature 67
111  36.33432430 -119.95092214 20
111  36.33443296 -119.95098063 20
111  36.33446482 -119.95099776 20
115  36.33450248 -119.95101877
120 Linear Feature 67
111  36.33512986 -119.95663269 20
111  36.33523852 -119.95669118 20
111  36.33527038 -119.95670831 20
115  36.33530804 -119.95672932
120 Linear Feature 67
111  36.33427502 -119.95615703 20
111  36.33438369 -119.95621552 20
111  36.33441554 -119.95623266 20
115  36.33445321 -119.95625367
120 Linear Feature 67
111  36.33332976 -119.95512312 20
111  36.33343780 -119.95518336 20
111  36.33346947 -119.95520100 20
115  36.33350692 -119.95522262
120 Linear Feature 67
111  36.33423926 -119.95460111 20
111  36.33413134 -119.95454055 20
111  36.33409971 -119.95452281 20
115  36.33406230 -119.95450108
120 Linear Feature 67
111  36.33337809 -119.95413695 20
111  36.33327017 -119.95407639 20
111  36.33323853 -119.95405865 20
115  36.33320113 -119.95403692
120 Linear Feature 67
111  36.33247090 -119.95464805 20
111  36.33257898 -119.95470818 20
111  36.33261067 -119.95472579 20
115  36.33264812 -119.95474737
120 Linear Feature 67
111  36.33251402 -119.95365606 20
