I
1050 Generated by WorldEditor

1   2882 0 0 KSGU St George Rgnl
1300  37.04235260 -113.50942991 113.36 tie_down props GA Apron West 131
1301 A general_aviation 
1300  37.04246629 -113.50937056 113.36 tie_down props GA Apron West 129
1301 A general_aviation 
1300  37.04258115 -113.50931122 113.36 tie_down props GA Apron West 127
1301 A general_aviation 
1300  37.04269424 -113.50924965 113.36 tie_down props GA Apron West 125
1301 A general_aviation 
1300  37.04280837 -113.50919105 113.36 tie_down props GA Apron West 123
1301 A general_aviation 
1300  37.04292270 -113.50913086 113.36 tie_down props GA Apron West 121
1301 A general_aviation 
1300  37.04303524 -113.50906788 113.36 tie_down props GA Apron West 119
1301 A general_aviation 
1300  37.04314921 -113.50900971 113.36 tie_down props GA Apron West 117
1301 A general_aviation 
1300  37.04326348 -113.50894146 113.36 tie_down props GA Apron West 115
1301 A general_aviation 
1300  37.04337420 -113.50888212 113.36 tie_down props GA Apron West 113
1301 A general_aviation 
1300  37.04348966 -113.50882945 113.36 tie_down props GA Apron West 111
1301 A general_aviation 
1300  37.04360216 -113.50877010 113.36 tie_down props GA Apron West 109
1301 A general_aviation 
1300  37.04371703 -113.50870853 113.36 tie_down props GA Apron West 107
1301 A general_aviation 
1300  37.04383248 -113.50864251 113.36 tie_down props GA Apron West 105
1301 A general_aviation 
1300  37.04394557 -113.50858984 113.36 tie_down props GA Apron West 103
1301 A general_aviation 
1300  37.04405866 -113.50852827 113.36 tie_down props GA Apron West 101
1301 A general_aviation 
1300  37.03982482 -113.50395730  22.61 tie_down props|helos Helipad East E
1301 A general_aviation 
1300  37.03989118 -113.50414877  22.61 tie_down props|helos Helipad East D
1301 A general_aviation 
1300  37.04003537 -113.50444876  22.61 tie_down props|helos Helipad East C
1301 A general_aviation 
1300  37.04017420 -113.50486178  22.79 tie_down props|helos Helipad East B
1301 A general_aviation 
1300  37.04031529 -113.50527166  26.07 tie_down props|helos Helipad East A
1301 A general_aviation 
1300  37.03572048 -113.50607386  23.33 tie_down props GA Apron East 303
1301 A general_aviation 
1300  37.03578612 -113.50626814  23.33 tie_down props GA Apron East 302
1301 A general_aviation 
1300  37.03594516 -113.50662448 114.19 tie_down props GA Apron East 301
1301 A general_aviation 
1300  37.03919297 -113.50520144 112.51 tie_down props GA Apron East 244
1301 A general_aviation 
1300  37.03907825 -113.50526560 112.51 tie_down props GA Apron East 242
1301 A general_aviation 
1300  37.03896488 -113.50532720 112.90 tie_down props GA Apron East 240
1301 A general_aviation 
1300  37.03885152 -113.50538794 112.62 tie_down props GA Apron East 238
1301 A general_aviation 
1300  37.03874158 -113.50544783 112.62 tie_down props GA Apron East 236
1301 A general_aviation 
1300  37.03862275 -113.50550686 112.62 tie_down props GA Apron East 234
1301 A general_aviation 
1300  37.03850939 -113.50557017 112.62 tie_down props GA Apron East 232
1301 A general_aviation 
1300  37.03839749 -113.50562994 112.62 tie_down props GA Apron East 230
1301 A general_aviation 
1300  37.03828243 -113.50569017 112.62 tie_down props GA Apron East 228
1301 A general_aviation 
1300  37.03816973 -113.50575236 112.62 tie_down props GA Apron East 226
1301 A general_aviation 
1300  37.03804679 -113.50580963 112.62 tie_down props GA Apron East 224
1301 A general_aviation 
1300  37.03794119 -113.50586985 112.62 tie_down props GA Apron East 222
1301 A general_aviation 
1300  37.03783243 -113.50592514 112.62 tie_down props GA Apron East 220
1301 A general_aviation 
1300  37.03771422 -113.50599030 112.62 tie_down props GA Apron East 218
1301 A general_aviation 
1300  37.03759838 -113.50604854 112.62 tie_down props GA Apron East 216
1301 A general_aviation 
1300  37.03748568 -113.50610877 112.62 tie_down props GA Apron East 214
1301 A general_aviation 
1300  37.03737220 -113.50616998 112.62 tie_down props GA Apron East 212
1301 A general_aviation 
1300  37.03725871 -113.50623020 112.62 tie_down props GA Apron East 210
1301 A general_aviation 
1300  37.03714444 -113.50629042 112.62 tie_down props GA Apron East 208
1301 A general_aviation 
1300  37.03703017 -113.50635065 112.62 tie_down props GA Apron East 206
1301 A general_aviation 
1300  37.03691590 -113.50640988 112.62 tie_down props GA Apron East 204
1301 A general_aviation 
1300  37.03680242 -113.50647010 112.62 tie_down props GA Apron East 202
1301 A general_aviation 
1300  37.03928753 -113.50528650 -67.38 tie_down props GA Apron East 245
1301 A general_aviation 
1300  37.03917349 -113.50534724 -67.38 tie_down props GA Apron East 243
1301 A general_aviation 
1300  37.03905808 -113.50540627 -67.38 tie_down props GA Apron East 241
1301 A general_aviation 
1300  37.03894608 -113.50546701 -67.38 tie_down props GA Apron East 239
1301 A general_aviation 
1300  37.03883409 -113.50552947 -67.38 tie_down props GA Apron East 237
1301 A general_aviation 
1300  37.03871800 -113.50558935 -67.38 tie_down props GA Apron East 235
1301 A general_aviation 
1300  37.03860327 -113.50564924 -67.38 tie_down props GA Apron East 233
1301 A general_aviation 
1300  37.03849048 -113.50571211 -67.38 tie_down props GA Apron East 231
1301 A general_aviation 
1300  37.03837573 -113.50576926 -67.38 tie_down props GA Apron East 229
1301 A general_aviation 
1300  37.03826346 -113.50583131 -67.38 tie_down props GA Apron East 227
1301 A general_aviation 
1300  37.03814998 -113.50589054 -67.38 tie_down props GA Apron East 225
1301 A general_aviation 
1300  37.03803650 -113.50595077 -67.38 tie_down props GA Apron East 223
1301 A general_aviation 
1300  37.03792223 -113.50601198 -67.38 tie_down props GA Apron East 221
1301 A general_aviation 
1300  37.03780717 -113.50607121 -67.38 tie_down props GA Apron East 219
1301 A general_aviation 
1300  37.03769368 -113.50612946 -67.38 tie_down props GA Apron East 217
1301 A general_aviation 
1300  37.03757862 -113.50618968 -67.38 tie_down props GA Apron East 215
1301 A general_aviation 
1300  37.03746593 -113.50625089 -67.38 tie_down props GA Apron East 213
1301 A general_aviation 
1300  37.03735323 -113.50631210 -67.38 tie_down props GA Apron East 211
1301 A general_aviation 
1300  37.03723817 -113.50637233 -67.38 tie_down props GA Apron East 209
1301 A general_aviation 
1300  37.03712469 -113.50643156 -67.38 tie_down props GA Apron East 207
1301 A general_aviation 
1300  37.03701121 -113.50649080 -67.38 tie_down props GA Apron East 205
1301 A general_aviation 
1300  37.03689694 -113.50655300 -67.38 tie_down props GA Apron East 203
1301 A general_aviation 
1300  37.03678266 -113.50661124 -67.38 tie_down props GA Apron East 201
1301 A general_aviation 
1300  37.03944259 -113.50574184 112.58 tie_down props GA Apron East 123
1301 A general_aviation 
1300  37.03932836 -113.50580328 112.58 tie_down props GA Apron East 122
1301 A general_aviation 
1300  37.03921475 -113.50586395 112.58 tie_down props GA Apron East 121
1301 A general_aviation 
1300  37.03910052 -113.50592461 112.58 tie_down props GA Apron East 120
1301 A general_aviation 
1300  37.03898939 -113.50598528 112.58 tie_down props GA Apron East 119
1301 A general_aviation 
1300  37.03887454 -113.50604361 112.58 tie_down props GA Apron East 118
1301 A general_aviation 
1300  37.03875969 -113.50610427 112.58 tie_down props GA Apron East 117
1301 A general_aviation 
1300  37.03864546 -113.50616571 112.58 tie_down props GA Apron East 116
1301 A general_aviation 
1300  37.03853123 -113.50622482 112.58 tie_down props GA Apron East 115
1301 A general_aviation 
1300  37.03841762 -113.50628548 112.58 tie_down props GA Apron East 114
1301 A general_aviation 
1300  37.03830525 -113.50634614 112.58 tie_down props GA Apron East 113
1301 A general_aviation 
1300  37.03819041 -113.50640603 112.58 tie_down props GA Apron East 112
1301 A general_aviation 
1300  37.03807742 -113.50646669 112.58 tie_down props GA Apron East 111
1301 A general_aviation 
1300  37.03796319 -113.50652658 112.58 tie_down props GA Apron East 110
1301 A general_aviation 
1300  37.03784958 -113.50658802 112.58 tie_down props GA Apron East 109
1301 A general_aviation 
1300  37.03773659 -113.50664790 112.58 tie_down props GA Apron East 108
1301 A general_aviation 
1300  37.03762174 -113.50670779 112.58 tie_down props GA Apron East 107
1301 A general_aviation 
1300  37.03750627 -113.50676767 112.58 tie_down props GA Apron East 106
1301 A general_aviation 
1300  37.03739701 -113.50682289 112.58 tie_down props GA Apron East 105
1301 A general_aviation 
1300  37.03727595 -113.50688822 112.58 tie_down props GA Apron East 104
1301 A general_aviation 
1300  37.03716507 -113.50694758 112.58 tie_down props GA Apron East 103
1301 A general_aviation 
1300  37.03705398 -113.50700621 112.58 tie_down props GA Apron East 102
1301 A general_aviation 
1300  37.03693822 -113.50706554 112.58 tie_down props GA Apron East 101
1301 A general_aviation 
1300  37.03104630 -113.50945566 257.01 gate jets|turboprops Terminal Gate 02
1301 B airline 
1300  37.03078471 -113.50972285 166.16 gate jets|turboprops Terminal Gate 01
1301 C airline 
18  37.03305347 -113.50750383 1 New Airport Beacon 1
19  37.03798467 -113.50780050 0 New Windsock 1
50 13575 AWOS-3
51 12280 Unicom
99
