A
1000 Generated by WorldEditor

1     17 1 0 KFMY Page Fld
111  26.58718300 -081.85877908 1
111  26.58735738 -081.85901209 1
111  26.58774012 -081.85949793 1
116  26.58774160 -081.85976564  26.58765293 -081.85987801
120 Linear Feature 1
111  26.58440797 -081.85840847 51
111  26.58464124 -081.85818313 51
111  26.58497099 -081.85787585 51
115  26.58521770 -081.85763685
120 Linear Feature 3
111  26.58408906 -081.85643528 51
112  26.58394021 -081.85626182  26.58392023 -081.85624506 51
112  26.58381351 -081.85625344  26.58379686 -081.85626275 51
115  26.58367990 -081.85638616
120 Linear Feature 2
112  26.58341739 -081.85678637  26.58341426 -081.85665629 51
115  26.58352675 -081.85653683
120 Linear Feature 7
111  26.58952951 -081.86689304 52
115  26.58946471 -081.86680031
120 Linear Feature 1
111  26.58105418 -081.87095756 54
115  26.58105453 -081.87118186
120 Linear Feature 16
111  26.58730816 -081.86067689 51
112  26.58722429 -081.86049781  26.58721156 -081.86042932 51
115  26.58728004 -081.86033776
120 Linear Feature 26
112  26.58612662 -081.85890260  26.58603464 -081.85897057 1
115  26.58593289 -081.85887082
120 Linear Feature 15
111  26.58730816 -081.86067689 51
111  26.58716537 -081.86048194 51
111  26.58699631 -081.86026706 51
111  26.58685191 -081.86007355 51
111  26.58611357 -081.85910727 51
111  26.58593289 -081.85887082 51
111  26.58518313 -081.85788338 51
112  26.58408906 -081.85643528  26.58399270 -081.85630934 51
112  26.58367990 -081.85638616  26.58358492 -081.85647390
111  26.58367990 -081.85638616 51
111  26.58356012 -081.85650587 51
111  26.58352675 -081.85653683 51
115  26.58335659 -081.85670073
120 Linear Feature 14
112  26.58813259 -081.86109752  26.58787714 -081.86140155 51
115  26.58766320 -081.86113226
120 center line 2
111  26.59090293 -081.85735232 51
111  26.59053216 -081.85698511 51
116  26.59026429 -081.85689297  26.59014683 -081.85694433
120 center line Ab
112  26.59157167 -081.85654243  26.59151505 -081.85648729 1
115  26.59124306 -081.85650901
120 center line 3
112  26.59053216 -081.85698511  26.59048262 -081.85689435 51
116  26.59059417 -081.85669881  26.59065028 -081.85665837
120 Linear Feature 15
111  26.58613365 -081.86230881 51
116  26.58611686 -081.86170962  26.58622772 -081.86158753
120 Linear Feature 2
111  26.59159480 -081.86777501 1
111  26.59169450 -081.86790626 1
112  26.59193555 -081.86799659  26.59206301 -081.86796977 1
112  26.59210592 -081.86792179  26.59213242 -081.86789780
111  26.59210592 -081.86792179
112  26.59210592 -081.86792179  26.59214378 -081.86788368 1
112  26.59225231 -081.86773126  26.59227629 -081.86767481 1
112  26.59231668 -081.86745182  26.59231163 -081.86735021 1
116  26.59224474 -081.86714557  26.59217407 -081.86701595
120 Linear Feature 7
112  26.58867168 -081.85826843  26.58874372 -081.85834249 1
116  26.58892781 -081.85831147  26.58899300 -081.85824435
120 center line A
111  26.59133839 -081.85715682 51
111  26.59138865 -081.85709341
112  26.59138865 -081.85709341  26.59144783 -081.85701933 51
112  26.59124306 -081.85650901  26.59093875 -081.85647870
111  26.59124306 -081.85650901
112  26.59124306 -081.85650901  26.59096087 -081.85656972 51
111  26.59079507 -081.85662124 51
111  26.59059417 -081.85669881 51
111  26.59026429 -081.85689297
112  26.59026429 -081.85689297  26.59021202 -081.85692694 51
112  26.58971491 -081.85735055  26.58940454 -081.85768695
111  26.58971491 -081.85735055 51
111  26.58892781 -081.85831147 51
111  26.58870272 -081.85858076 51
111  26.58728004 -081.86033776 51
111  26.58716537 -081.86048194 51
111  26.58705104 -081.86062520 51
111  26.58641698 -081.86140226 51
111  26.58611686 -081.86170962 51
111  26.58573219 -081.86210970 51
111  26.58495284 -081.86288797 51
111  26.58455780 -081.86330956 51
111  26.58366076 -081.86423069 51
111  26.58260368 -081.86531641 51
112  26.58249580 -081.86544534  26.58246076 -081.86548732
111  26.58249580 -081.86544534
112  26.58249580 -081.86544534  26.58247494 -081.86548079 51
111  26.58246017 -081.86555738 51
111  26.58237208 -081.86595840 51
115  26.58227215 -081.86642314
120 Linear Feature 1
111  26.58510980 -081.86372736 54
115  26.58515110 -081.86355913
120 Linear Feature 13
112  26.58760954 -081.86173576  26.58768447 -081.86164397 1
112  26.58766320 -081.86113226  26.58744067 -081.86086518
111  26.58766320 -081.86113226 51
111  26.58730756 -081.86067553 51
112  26.58717045 -081.86060853  26.58709950 -081.86059700
111  26.58717045 -081.86060853
112  26.58717045 -081.86060853  26.58709465 -081.86058208 51
115  26.58705104 -081.86062520
120 Linear Feature 2
111  26.58421120 -081.86725645 54
111  26.58410463 -081.86736749 54
111  26.58404820 -081.86736788 54
115  26.58397990 -081.86736885
120 Linear Feature 2
111  26.58521770 -081.85763685 1
111  26.58548394 -081.85737874 1
111  26.58570988 -081.85717115 1
112  26.58597247 -081.85719573  26.58609093 -081.85735279 1
111  26.58627657 -081.85759179 1
111  26.58649030 -081.85787312 1
115  26.58663930 -081.85806569
120 Rnwy 5 hold A3
111  26.58199813 -081.86733496 54
115  26.58213800 -081.86737688
120 rnwy 5 hold
111  26.57956181 -081.87050245 54
115  26.57971100 -081.87037434
120 TAXI HOLD
111  26.58537157 -081.86679630 52
115  26.58555202 -081.86653425
120 TAXI HOLD
111  26.58441269 -081.86799792 52
115  26.58457087 -081.86779237
120 A3 RNWY HOLD 
111  26.58394781 -081.86485917 54
115  26.58418618 -081.86485954
120 Linear Feature 107
111  26.58726913 -081.86743600 20
115  26.58727831 -081.86738467
120 Linear Feature 106
111  26.58724426 -081.86743087 20
115  26.58725306 -081.86738039
120 Linear Feature 105
111  26.58721864 -081.86742188 20
115  26.58722897 -081.86737312
120 Linear Feature 104
111  26.58719492 -081.86741932 20
115  26.58720525 -081.86736756
120 Linear Feature 103
111  26.58717083 -081.86741204 20
115  26.58718039 -081.86736200
120 Linear Feature 102
111  26.58714673 -081.86740862 20
115  26.58715705 -081.86735515
120 Linear Feature 101
111  26.58712225 -081.86740092 20
115  26.58713257 -081.86734874
120 Linear Feature 100
111  26.58709815 -081.86739622 20
115  26.58710848 -081.86734361
120 Linear Feature 99
111  26.58707405 -081.86738980 20
115  26.58708514 -081.86733719
120 Linear Feature 97
111  26.58737928 -081.86746225 20
115  26.58738975 -081.86741455
120 Linear Feature 96
111  26.58740210 -081.86747080 20
115  26.58741275 -081.86742008
120 Linear Feature 95
111  26.58742588 -081.86747704 20
115  26.58743652 -081.86742787
120 Linear Feature 94
111  26.58745058 -081.86748150 20
115  26.58745937 -081.86743285
120 Linear Feature 93
111  26.58747431 -081.86748804 20
115  26.58748449 -081.86743836
120 Linear Feature 92
111  26.58749762 -081.86749638 20
115  26.58750919 -081.86744462
120 Linear Feature 91
111  26.58752164 -081.86750106 20
115  26.58753174 -081.86745203
120 Linear Feature 90
111  26.58754394 -081.86750175 20
115  26.58755288 -081.86745541
120 Linear Feature 89
111  26.58756560 -081.86751294 20
115  26.58757570 -081.86746295
120 Linear Feature 88
111  26.58754039 -081.86763906 20
115  26.58754918 -081.86759610
120 Linear Feature 87
111  26.58751817 -081.86763285 20
115  26.58752928 -081.86758834
120 Linear Feature 86
111  26.58749549 -081.86762819 20
115  26.58750521 -081.86758420
120 Linear Feature 85
111  26.58747281 -081.86762198 20
115  26.58748253 -081.86757488
120 Linear Feature 84
111  26.58744643 -081.86761422 20
115  26.58745662 -081.86756557
120 Linear Feature 83
111  26.58742283 -081.86760904 20
115  26.58743440 -081.86755728
120 Linear Feature 82
111  26.58739784 -081.86760128 20
115  26.58740894 -081.86755056
120 Linear Feature 81
111  26.58737238 -081.86759300 20
115  26.58738303 -081.86754228
120 Linear Feature 75
111  26.58749991 -081.86784208 20
115  26.58751001 -081.86779456
120 Linear Feature 74
111  26.58747761 -081.86783690 20
115  26.58748644 -081.86778703
120 Linear Feature 73
111  26.58745405 -081.86783267 20
115  26.58746414 -081.86778232
120 Linear Feature 72
111  26.58743006 -081.86782608 20
115  26.58743932 -081.86777668
120 Linear Feature 71
111  26.58740440 -081.86782091 20
115  26.58741450 -081.86777056
120 Linear Feature 70
111  26.58737915 -081.86780914 20
115  26.58739051 -081.86776115
120 Linear Feature 69
111  26.58735012 -081.86780114 20
115  26.58736148 -081.86775221
120 Linear Feature 68
111  26.58732487 -081.86779079 20
115  26.58733413 -081.86774374
120 Linear Feature 67
111  26.58729963 -081.86778656 20
115  26.58730973 -081.86773480
120 Linear Feature 80
111  26.58734047 -081.86758188 20
115  26.58735141 -081.86753012
120 Linear Feature 79
111  26.58724328 -081.86755647 20
115  26.58725422 -081.86750518
120 Linear Feature 78
111  26.58721972 -081.86755129 20
115  26.58722981 -081.86750189
120 Linear Feature 77
111  26.58719405 -081.86754800 20
115  26.58720499 -081.86749530
120 Linear Feature 76
111  26.58717007 -081.86754283 20
115  26.58718101 -081.86748825
120 Linear Feature 66
111  26.58727607 -081.86777809 20
115  26.58728616 -081.86772821
120 Linear Feature 65
111  26.58725124 -081.86777150 20
115  26.58726134 -081.86772445
120 Linear Feature 64
111  26.58722810 -081.86776680 20
115  26.58723736 -081.86771786
120 Linear Feature 63
111  26.58720328 -081.86776115 20
115  26.58721337 -081.86770986
120 Linear Feature 62
111  26.58717761 -081.86775550 20
115  26.58718855 -081.86770704
120 Linear Feature 61
111  26.58715363 -081.86775080 20
115  26.58716288 -081.86769810
120 Linear Feature 60
111  26.58747605 -081.86796388 20
115  26.58748530 -081.86791729
120 Linear Feature 59
111  26.58745333 -081.86795870 20
115  26.58746174 -081.86790883
120 Linear Feature 58
111  26.58742976 -081.86795258 20
115  26.58743902 -081.86790271
120 Linear Feature 57
111  26.58740620 -081.86794411 20
115  26.58741546 -081.86789894
120 Linear Feature 56
111  26.58738222 -081.86793988 20
115  26.58739190 -081.86789095
120 Linear Feature 55
111  26.58735866 -081.86793282 20
115  26.58736791 -081.86788530
120 Linear Feature 54
111  26.58733257 -081.86792671 20
115  26.58734393 -081.86787730
120 Linear Feature 53
111  26.58730381 -081.86791948 20
115  26.58731490 -081.86786858
120 Linear Feature 52
111  26.58727703 -081.86791178 20
115  26.58728774 -081.86786088
120 Linear Feature 51
111  26.58724987 -081.86790493 20
115  26.58726135 -081.86785403
120 Linear Feature 50
111  26.58722616 -081.86790023 20
115  26.58723687 -081.86785018
120 Linear Feature 49
111  26.58720321 -081.86789510 20
115  26.58721315 -081.86784334
120 Linear Feature 48
111  26.58704676 -081.86779714 20
111  26.58705594 -081.86776335 20
111  26.58704944 -081.86776207 20
113  26.58703988 -081.86779586 20
120 Linear Feature 47
111  26.58717873 -081.86788911 20
115  26.58718791 -081.86783863
120 Linear Feature 46
111  26.58715348 -081.86788269 20
115  26.58716381 -081.86783008
120 Linear Feature 45
111  26.58712824 -081.86787542 20
115  26.58713895 -081.86782537
120 Linear Feature 44
111  26.58710414 -081.86786986 20
115  26.58711485 -081.86782024
120 Linear Feature 43
111  26.58708004 -081.86786302 20
115  26.58708998 -081.86781425
120 Linear Feature 42
111  26.58706806 -081.86792951 20
115  26.58707571 -081.86788160
120 Linear Feature 41
111  26.58709139 -081.86793507 20
115  26.58710096 -081.86788845
120 Linear Feature 40
111  26.58711664 -081.86794149 20
115  26.58712582 -081.86789358
120 Linear Feature 39
111  26.58714112 -081.86794662 20
115  26.58714915 -081.86790000
120 Linear Feature 38
111  26.58716751 -081.86795304 20
115  26.58717631 -081.86790599
120 Linear Feature 37
111  26.58719505 -081.86796116 20
115  26.58720462 -081.86791454
120 Linear Feature 36
111  26.58721838 -081.86796673 20
115  26.58722756 -081.86792053
120 Linear Feature 35
111  26.58724363 -081.86797143 20
115  26.58725396 -081.86792609
120 Linear Feature 34
111  26.58726888 -081.86797827 20
115  26.58727844 -081.86793251
120 Linear Feature 33
111  26.58729374 -081.86798512 20
115  26.58730330 -081.86793807
120 Linear Feature 32
111  26.58731898 -081.86799111 20
115  26.58732969 -081.86794619
120 Linear Feature 31
111  26.58734691 -081.86799966 20
115  26.58735647 -081.86795004
120 Linear Feature 27
111  26.58736790 -081.86800720 20
115  26.58737823 -081.86795588
120 Linear Feature 26
111  26.58739161 -081.86801276 20
115  26.58740156 -081.86796143
120 Linear Feature 25
111  26.58741456 -081.86801704 20
115  26.58742489 -081.86796871
120 Linear Feature 24
111  26.58743790 -081.86802388 20
115  26.58744784 -081.86797470
120 Linear Feature 23
111  26.58746161 -081.86803030 20
115  26.58747156 -081.86798026
120 Linear Feature 22
111  26.58754146 -081.86817231 20
115  26.58754988 -081.86812526
120 Linear Feature 21
111  26.58752127 -081.86816761 20
115  26.58753136 -081.86812009
120 Linear Feature 20
111  26.58749560 -081.86816102 20
115  26.58750486 -081.86811350
120 Linear Feature 19
111  26.58747372 -081.86815537 20
115  26.58748256 -081.86810927
120 Linear Feature 18
111  26.58744974 -081.86814973 20
115  26.58745984 -081.86810221
120 Linear Feature 17
111  26.58742702 -081.86814502 20
115  26.58743627 -081.86809703
120 Linear Feature 16
111  26.58740303 -081.86813844 20
115  26.58741145 -081.86809327
120 Linear Feature 15
111  26.58738073 -081.86813373 20
115  26.58738873 -081.86808621
120 Linear Feature 14
111  26.58735717 -081.86812761 20
115  26.58736601 -081.86808103
120 Linear Feature 13
111  26.58733487 -081.86812103 20
115  26.58734455 -081.86807303
120 Linear Feature 12
111  26.58730940 -081.86811620 20
115  26.58732028 -081.86806731
120 Linear Feature 11
111  26.58728531 -081.86811041 20
115  26.58729548 -081.86806093
120 Linear Feature 10
111  26.58726140 -081.86810343 20
115  26.58727050 -081.86805414
120 Linear Feature 9
111  26.58723731 -081.86809804 20
115  26.58724677 -081.86804995
120 Linear Feature 8
111  26.58721212 -081.86809207 20
115  26.58722214 -081.86804297
120 Linear Feature 6
111  26.58718761 -081.86808661 20
115  26.58719819 -081.86803760
120 Linear Feature 5
111  26.58716364 -081.86808033 20
115  26.58717401 -081.86803132
120 Linear Feature 4
111  26.58713924 -081.86807454 20
115  26.58714939 -081.86802528
120 Linear Feature 3
111  26.58711528 -081.86806850 20
115  26.58712478 -081.86801949
120 Linear Feature 2
111  26.58709023 -081.86806295 20
115  26.58710167 -081.86801249
120 Linear Feature 34
111  26.58699353 -081.86803879 20
115  26.58700348 -081.86798621
120 Linear Feature 33
111  26.58696940 -081.86803295 20
115  26.58695920 -081.86802126
120 Linear Feature 32
111  26.58697263 -081.86801848 20
115  26.58696144 -081.86800707
120 Linear Feature 31
111  26.58697462 -081.86800624 20
115  26.58696442 -081.86799622
120 Linear Feature 30
111  26.58697761 -081.86799408 20
115  26.58696666 -081.86798398
120 Linear Feature 29
111  26.58696967 -081.86803325 20
111  26.58698062 -081.86798246 20
115  26.58696693 -081.86797970
120 Linear Feature 28
111  26.58695718 -081.86802975 20
115  26.58696720 -081.86797957
120 Linear Feature 27
111  26.58692313 -081.86802123 20
115  26.58693314 -081.86797195
120 Linear Feature 26
111  26.58689869 -081.86797374 20
115  26.58688867 -081.86796568
120 Linear Feature 25
111  26.58689588 -081.86798539 20
115  26.58688667 -081.86797733
120 Linear Feature 24
111  26.58689348 -081.86799928 20
115  26.58688306 -081.86798942
120 Linear Feature 23
111  26.58689107 -081.86801407 20
115  26.58688106 -081.86800197
120 Linear Feature 22
111  26.58687905 -081.86801093 20
111  26.58688907 -081.86795941 20
111  26.58690109 -081.86796209 20
115  26.58689107 -081.86801407
120 Linear Feature 21
111  26.58684566 -081.86800260 20
115  26.58685586 -081.86795320
120 Linear Feature 20
111  26.58682037 -081.86795700 20
115  26.58680943 -081.86794689
120 Linear Feature 19
111  26.58681783 -081.86796932 20
115  26.58680713 -081.86795859
120 Linear Feature 18
111  26.58681529 -081.86798208 20
115  26.58680491 -081.86797074
120 Linear Feature 17
111  26.58681276 -081.86799493 20
115  26.58680245 -081.86798350
120 Linear Feature 16
111  26.58681277 -081.86799506 20
115  26.58682296 -081.86794414
120 Linear Feature 15
111  26.58680071 -081.86799183 20
115  26.58681022 -081.86794129
120 Linear Feature 1
111  26.58207731 -081.86425317 1
111  26.58177823 -081.86424972 1
112  26.58171143 -081.86415548  26.58171143 -081.86406469 1
115  26.58171040 -081.86406699
120 Linear Feature 1
111  26.58200715 -081.86274087 1
111  26.58200794 -081.86325153 1
111  26.58201219 -081.86413211 1
112  26.58207974 -081.86425253  26.58214142 -081.86425472 1
111  26.58229708 -081.86425581 1
116  26.58248314 -081.86407800  26.58248638 -081.86387943
120 ROADWAY
111  26.58192414 -081.85983089 20 22
111  26.58203659 -081.85982276 20 22
111  26.58207850 -081.85982048 20 22
111  26.58218286 -081.85980993 20 22
111  26.58222616 -081.85980627 20 22
111  26.58233510 -081.85979496 20 22
111  26.58237655 -081.85978991 20 22
111  26.58246457 -081.85977884 20 22
111  26.58250418 -081.85977353 20 22
111  26.58260459 -081.85976215
111  26.58263993 -081.85975742 20 22
