I
1050 Generated by WorldEditor 2.2.0r2

1     13 1 0 KFXE Fort Lauderdale Executive
111  26.19615642 -080.17684003
111  26.19615327 -080.17692953
112  26.19615327 -080.17692953  26.19615458 -080.17693343
111  26.19615815 -080.17693502
111  26.19623627 -080.17693772
111  26.19623541 -080.17699898
111  26.19615557 -080.17699534
112  26.19615020 -080.17700045  26.19614907 -080.17700622
111  26.19615020 -080.17700045
111  26.19614851 -080.17708123
112  26.19614851 -080.17708123  26.19614977 -080.17708685
111  26.19615338 -080.17708778
111  26.19623341 -080.17708991
111  26.19623341 -080.17715180
111  26.19615345 -080.17715001
112  26.19615345 -080.17715001  26.19614916 -080.17715071
111  26.19614737 -080.17715370
111  26.19614652 -080.17723506
112  26.19615195 -080.17723849  26.19615626 -080.17723931
111  26.19615195 -080.17723849
111  26.19622767 -080.17724138
111  26.19622834 -080.17730149
111  26.19615190 -080.17730020
112  26.19615190 -080.17730020  26.19614559 -080.17730079
111  26.19614223 -080.17730849
111  26.19614281 -080.17738731
112  26.19614281 -080.17738731  26.19614462 -080.17739270
111  26.19615068 -080.17739366
111  26.19622651 -080.17739531
111  26.19622565 -080.17745816
111  26.19614889 -080.17745293
112  26.19613977 -080.17746075  26.19613680 -080.17746730
111  26.19613977 -080.17746075
111  26.19613844 -080.17754111
112  26.19613844 -080.17754111  26.19613957 -080.17754632
111  26.19614310 -080.17754676
111  26.19622364 -080.17754844
111  26.19622250 -080.17761002
111  26.19614355 -080.17760953
112  26.19613582 -080.17761422  26.19613268 -080.17761845
111  26.19613582 -080.17761422
111  26.19613146 -080.17785728
114  26.19613146 -080.17785728  26.19613433 -080.17791503
111  26.19786183 -080.17192758
112  26.19822168 -080.17185387  26.19836939 -080.17155207
111  26.19822168 -080.17185387
111  26.19829486 -080.17112040 53 102
111  26.19805159 -080.17081679
112  26.19805159 -080.17081679  26.19801806 -080.17077367 53 102
112  26.19790203 -080.17073224  26.19784240 -080.17072702
111  26.19790203 -080.17073224
112  26.19790203 -080.17073224  26.19783016 -080.17072595 53 102
112  26.19770674 -080.17089047  26.19765989 -080.17101629
111  26.19770674 -080.17089047 53 102
111  26.19768466 -080.17104699 53 102
111  26.19763711 -080.17138406 53 102
111  26.19761182 -080.17166180
113  26.19766094 -080.17165797
112  26.19751815 -080.17125941  26.19753808 -080.17119930
111  26.19751815 -080.17125941 53 102
111  26.19754107 -080.17103060 53 102
111  26.19756389 -080.17080275 53 102
111  26.19759711 -080.17027585 53 102
112  26.19742101 -080.17005864  26.19724767 -080.17004342
111  26.19742101 -080.17005864
112  26.19742101 -080.17005864  26.19733315 -080.17006856 53 102
111  26.19731168 -080.17019536 53 102
111  26.19728138 -080.17050259 53 102
111  26.19722693 -080.17105474
113  26.19744748 -080.17135199 53 102
111  26.19832787 -080.17080796
111  26.19849477 -080.16908156
112  26.19849477 -080.16908156  26.19849348 -080.16908057 53
112  26.19849011 -080.16907838  26.19848846 -080.16907832
111  26.19849011 -080.16907838
111  26.19840115 -080.16915760
111  26.19840224 -080.16912824
111  26.19829850 -080.16912099
111  26.19830197 -080.16905706 53 102
111  26.19806030 -080.16903772 53 102
111  26.19805150 -080.16903701 53 102
112  26.19787170 -080.16920458  26.19783737 -080.16935994
111  26.19787170 -080.16920458 53 102
111  26.19781234 -080.16966051 53 102
111  26.19778713 -080.17007381
112  26.19778713 -080.17007381  26.19778812 -080.17014934 53 102
111  26.19782896 -080.17021600 53 102
111  26.19797762 -080.17043471 53 102
111  26.19818476 -080.17073945
114  26.19818476 -080.17073945  26.19824857 -080.17082876 53 102
112  26.19765207 -080.16972067  26.19766382 -080.16966953
111  26.19765207 -080.16972067 53 102
111  26.19770614 -080.16916667 53 102
112  26.19763264 -080.16898338  26.19755378 -080.16893816
111  26.19763264 -080.16898338
112  26.19763264 -080.16898338  26.19748679 -080.16897912 53 102
111  26.19746723 -080.16913574 53 102
111  26.19743247 -080.16953763
112  26.19743247 -080.16953763  26.19743034 -080.16958414 53 102
111  26.19745676 -080.16963392 53 102
111  26.19751457 -080.16974228
114  26.19751457 -080.16974228  26.19757605 -080.16982959 53 102
111  26.19776586 -080.16858043 53 102
111  26.19782944 -080.16811342 53 102
111  26.19797542 -080.16662497 53 102
111  26.19800383 -080.16611468
111  26.19777645 -080.16608642 53 102
111  26.19767148 -080.16655280 53 102
111  26.19751889 -080.16808183 53 102
111  26.19753129 -080.16857742 53 102
112  26.19766415 -080.16872548  26.19777440 -080.16873727
111  26.19766415 -080.16872548
114  26.19766415 -080.16872548  26.19773360 -080.16871516 53 102
111  26.19812814 -080.16507977 53 102
111  26.19820244 -080.16433557 53 102
111  26.19823054 -080.16382466
112  26.19823054 -080.16382466  26.19821058 -080.16363622 53 102
112  26.19803339 -080.16361944  26.19800031 -080.16362200
111  26.19803339 -080.16361944 53 102
112  26.19801616 -080.16363736  26.19801308 -080.16365142
111  26.19801616 -080.16363736 53 102
111  26.19789986 -080.16422224 53 102
111  26.19781633 -080.16508177 53 102
111  26.19782860 -080.16554758
113  26.19805883 -080.16557352 53 102
111  26.19831992 -080.16884239
111  26.19832729 -080.16878060
111  26.19843078 -080.16879425
111  26.19843263 -080.16875576
111  26.19850926 -080.16886245 53
111  26.19851804 -080.16886123
111  26.19873907 -080.16665027
112  26.19873907 -080.16665027  26.19871962 -080.16618773
111  26.19848337 -080.16625401
111  26.19847871 -080.16625352
111  26.19850343 -080.16599639
111  26.19835670 -080.16598144 53 102
112  26.19817582 -080.16613584  26.19814099 -080.16628730
111  26.19817582 -080.16613584 53 102
111  26.19810564 -080.16662836 53 102
111  26.19796214 -080.16807536 53 102
111  26.19793356 -080.16862297
112  26.19793356 -080.16862297  26.19793645 -080.16876005 53 102
112  26.19808326 -080.16881378  26.19811411 -080.16882316
111  26.19808326 -080.16881378
112  26.19808326 -080.16881378  26.19808800 -080.16881522 53 102
113  26.19809074 -080.16881583 53 102
111  26.19854103 -080.16563210
111  26.19877830 -080.16566503
112  26.19877830 -080.16566503  26.19882768 -080.16566759
111  26.19886030 -080.16565411
111  26.19913607 -080.16280211
112  26.19913607 -080.16280211  26.19896011 -080.16270996 53 102
111  26.19880825 -080.16284622 53 102
111  26.19870777 -080.16294666 53 102
111  26.19851002 -080.16314430
112  26.19851002 -080.16314430  26.19847054 -080.16319016 53 102
111  26.19846047 -080.16324706 53 102
111  26.19839018 -080.16371617 53 102
111  26.19825458 -080.16511102 53 102
111  26.19823017 -080.16558165
112  26.19823017 -080.16558165  26.19823551 -080.16574334 53 102
112  26.19837852 -080.16579157  26.19839742 -080.16579714
111  26.19837852 -080.16579157
112  26.19837852 -080.16579157  26.19838008 -080.16579203 53 102
111  26.19838092 -080.16579224 53 102
113  26.19852180 -080.16581912
112  26.19739653 -080.16381913  26.19745520 -080.16379801
111  26.19739653 -080.16381913 53 102
111  26.19772029 -080.16360345
111  26.19764777 -080.16350374
111  26.19764437 -080.16349906
111  26.19728574 -080.16381776
112  26.19729047 -080.16382062  26.19729362 -080.16382229
111  26.19729047 -080.16382062
114  26.19729047 -080.16382062  26.19730256 -080.16382700 53 102
112  26.19704633 -080.16411634  26.19706502 -080.16409946
111  26.19704633 -080.16411634
112  26.19704633 -080.16411634  26.19706848 -080.16409634 53 102
111  26.19706046 -080.16402368
111  26.19695892 -080.16410944
112  26.19696329 -080.16411113  26.19696606 -080.16411216
111  26.19696329 -080.16411113
114  26.19696329 -080.16411113  26.19697827 -080.16411670 53 102
111  26.19651700 -080.16450918
112  26.19651700 -080.16450918  26.19651765 -080.16450986 53 102
112  26.19651895 -080.16451117  26.19651960 -080.16451183
111  26.19651895 -080.16451117
112  26.19651895 -080.16451117  26.19657256 -080.16456532 53 102
111  26.19660552 -080.16455896 53 102
111  26.19671292 -080.16442978
112  26.19671292 -080.16442978  26.19674323 -080.16437852 53 102
111  26.19673711 -080.16431364
113  26.19673059 -080.16430975
112  26.19644386 -080.16474549  26.19648899 -080.16473104
111  26.19644386 -080.16474549 53 102
111  26.19645630 -080.16472807
112  26.19645630 -080.16472807  26.19647385 -080.16465885 53 102
112  26.19643633 -080.16458433  26.19642720 -080.16456806
111  26.19643633 -080.16458433
112  26.19643633 -080.16458433  26.19643467 -080.16458138 53 102
111  26.19643365 -080.16457981
111  26.19631345 -080.16468735
111  26.19631041 -080.16469007
112  26.19632487 -080.16470357  26.19633395 -080.16471139
111  26.19632487 -080.16470357
114  26.19632487 -080.16470357  26.19634886 -080.16472425
112  26.19646800 -080.16539074  26.19662835 -080.16550221
111  26.19646800 -080.16539074
111  26.19757988 -080.16552373 53 102
111  26.19768764 -080.16505319 53 102
111  26.19778091 -080.16409135
112  26.19778091 -080.16409135  26.19777405 -080.16393877 53 102
112  26.19755269 -080.16395803  26.19744775 -080.16403036
111  26.19755269 -080.16395803 53 102
111  26.19637320 -080.16501379
114  26.19637320 -080.16501379  26.19632002 -080.16512526
111  26.19683207 -080.16865789 53 102
111  26.19701559 -080.16867995 53 102
111  26.19724788 -080.16864865 53 102
111  26.19733115 -080.16839408 53 102
111  26.19740473 -080.16791759 53 102
111  26.19754049 -080.16654028 53 102
111  26.19752986 -080.16607827 53 102
111  26.19752632 -080.16605376
111  26.19690235 -080.16597493
111  26.19683528 -080.16664573
112  26.19683528 -080.16664573  26.19683289 -080.16670892
111  26.19687740 -080.16671698
111  26.19697999 -080.16672722
111  26.19693214 -080.16721401
111  26.19705706 -080.16737954
111  26.19704039 -080.16753701
111  26.19632438 -080.16744678
111  26.19633788 -080.16730257
111  26.19649840 -080.16716261 53
111  26.19654785 -080.16668618 53
111  26.19666134 -080.16669552
112  26.19666134 -080.16669552  26.19669125 -080.16668441
111  26.19669717 -080.16662947
111  26.19676194 -080.16595829
111  26.19575866 -080.16583913
112  26.19575866 -080.16583913  26.19550623 -080.16581702
111  26.19532524 -080.16594441
111  26.19499661 -080.16623016 53 102
111  26.19521362 -080.16664405 53 102
111  26.19643854 -080.16832506 53 102
111  26.19656970 -080.16848867 53 102
113  26.19669819 -080.16861396 53 102
111  26.19327082 -080.16444715 53 102
111  26.19329634 -080.16421001 53
111  26.19329825 -080.16415242
112  26.19329825 -080.16415242  26.19329779 -080.16413879 53
111  26.19329282 -080.16412754 53
111  26.19302499 -080.16375724
112  26.19302499 -080.16375724  26.19296055 -080.16366836 53
111  26.19288941 -080.16365059 53
111  26.19286166 -080.16365212
112  26.19286166 -080.16365212  26.19284641 -080.16366211 53 102
111  26.19284689 -080.16369167 53 102
111  26.19284663 -080.16371130 53 102
111  26.19284599 -080.16376203
112  26.19284599 -080.16376203  26.19284900 -080.16379617 53 102
111  26.19286862 -080.16383630 53 102
113  26.19293152 -080.16395439 53 102
111  26.19404632 -080.16664284 53 102
112  26.19407401 -080.16662040  26.19408464 -080.16661003
111  26.19407401 -080.16662040 53 102
111  26.19421454 -080.16647971 53 102
111  26.19425429 -080.16642049 53 102
111  26.19434652 -080.16628305 53 102
111  26.19425263 -080.16605582 53 102
111  26.19405880 -080.16576665 53 102
111  26.19308644 -080.16442432 53 102
111  26.19290570 -080.16419548 53 102
111  26.19272103 -080.16404650 53 102
111  26.19258368 -080.16411559 53 102
111  26.19252667 -080.16414426
112  26.19252667 -080.16414426  26.19250828 -080.16415559 53 102
112  26.19243397 -080.16422339  26.19240437 -080.16426059
111  26.19243397 -080.16422339 53 102
111  26.19238383 -080.16429095 53
113  26.19235556 -080.16432904
111  26.19511399 -080.16813790 53 102
112  26.19535962 -080.16806952  26.19548090 -080.16797071
111  26.19535962 -080.16806952 53 102
111  26.19541187 -080.16801066 53 102
111  26.19562900 -080.16776603
112  26.19562900 -080.16776603  26.19568497 -080.16769613 53 102
111  26.19566390 -080.16760551 53 102
111  26.19541929 -080.16715973 53 102
111  26.19513602 -080.16676529 53 102
111  26.19479781 -080.16641078
113  26.19426237 -080.16692383
111  26.19703901 -080.17080743
112  26.19703901 -080.17080743  26.19711009 -080.17077116 53 102
111  26.19712290 -080.17070250 53 102
111  26.19714449 -080.17048708 53 102
111  26.19717285 -080.17020171 53 102
111  26.19717260 -080.17010778 53 102
111  26.19718873 -080.16984842 53 102
111  26.19717573 -080.16968090 53 102
111  26.19710510 -080.16953546 53 102
111  26.19681744 -080.16910309 53 102
111  26.19626368 -080.16833497 53 102
111  26.19594486 -080.16798845 53 102
112  26.19579666 -080.16796735  26.19570616 -080.16800370
111  26.19579666 -080.16796735 53 102
111  26.19551744 -080.16815693 53 102
111  26.19547710 -080.16818431
112  26.19547710 -080.16818431  26.19543660 -080.16822078 53 102
112  26.19534399 -080.16846518  26.19533224 -080.16863762
113  26.19534399 -080.16846518
111  26.19275900 -080.16751450 53 102
111  26.19280578 -080.16757638 53 102
112  26.19291041 -080.16758882  26.19296896 -080.16753553
111  26.19291041 -080.16758882 53 102
111  26.19297000 -080.16752005 53 102
111  26.19297855 -080.16751018
112  26.19297855 -080.16751018  26.19304035 -080.16741825 53 102
111  26.19299164 -080.16732540 53 102
111  26.19275230 -080.16688666 53 102
111  26.19257312 -080.16664419 53 102
111  26.19224814 -080.16629952 53 102
112  26.19208567 -080.16626394  26.19200252 -080.16630795
111  26.19208567 -080.16626394 53 102
111  26.19206858 -080.16627596 53 102
111  26.19199288 -080.16632923 53 102
112  26.19196067 -080.16641156  26.19197845 -080.16644925
113  26.19196067 -080.16641156 1
111  26.19272431 -080.16778385 53 102
112  26.19270657 -080.16767662  26.19268210 -080.16763155
111  26.19270657 -080.16767662 53 102
111  26.19265749 -080.16760790 1
112  26.19264001 -080.16760488  26.19262989 -080.16761023
111  26.19264001 -080.16760488 1
111  26.19196259 -080.16820978 1
111  26.19188467 -080.16811106 1
111  26.19182591 -080.16817120 1
111  26.19194220 -080.16833353
112  26.19194220 -080.16833353  26.19199355 -080.16839626 53 102
113  26.19205057 -080.16838581
111  26.19204152 -080.16475286 53 102
111  26.19201371 -080.16477106 53 102
111  26.19185698 -080.16492310
112  26.19185698 -080.16492310  26.19184267 -080.16494288 53 102
112  26.19182040 -080.16498201  26.19181023 -080.16500146
111  26.19182040 -080.16498201
112  26.19182040 -080.16498201  26.19170481 -080.16520317 53 102
111  26.19183976 -080.16539592 53 102
111  26.19289600 -080.16685218 53 102
111  26.19315772 -080.16712806
112  26.19315772 -080.16712806  26.19333868 -080.16710425
112  26.19329231 -080.16647679  26.19311051 -080.16611344
113  26.19329231 -080.16647679
111  26.19070026 -080.16915086
112  26.19067359 -080.16914266  26.19065805 -080.16914791
111  26.19067359 -080.16914266
111  26.19062882 -080.16919190
111  26.19058609 -080.16913262
111  26.19064293 -080.16908321
112  26.19064530 -080.16906617  26.19064132 -080.16905637
111  26.19064530 -080.16906617
111  26.19056567 -080.16896055
112  26.19054264 -080.16895688  26.19053115 -080.16896482
111  26.19054264 -080.16895688
111  26.19049246 -080.16900270
111  26.19045397 -080.16894929
111  26.19051109 -080.16890144
112  26.19051109 -080.16890144  26.19051851 -080.16888993
111  26.19051199 -080.16887990
111  26.19042341 -080.16876306
112  26.19040221 -080.16874886  26.19039483 -080.16875073
111  26.19040221 -080.16874886
111  26.19035258 -080.16879090
111  26.19032450 -080.16875046
111  26.19037173 -080.16871211
112  26.19037240 -080.16869313  26.19036734 -080.16868301
111  26.19037240 -080.16869313
111  26.19030584 -080.16859818
112  26.19030584 -080.16859818  26.19029857 -080.16859453
111  26.19029172 -080.16859928
111  26.19024443 -080.16863663
111  26.19022219 -080.16860491
111  26.19027092 -080.16856864
112  26.19027503 -080.16855145  26.19027164 -080.16854213
111  26.19027503 -080.16855145
111  26.19021683 -080.16847315
112  26.19020323 -080.16847123  26.19019631 -080.16847437
111  26.19020323 -080.16847123
111  26.19015892 -080.16851467
111  26.19013486 -080.16848035
111  26.19017771 -080.16844154
112  26.19017800 -080.16842725  26.19017491 -080.16841943
111  26.19017800 -080.16842725
111  26.19012086 -080.16834824
112  26.19010275 -080.16834627  26.19009326 -080.16834999
111  26.19010275 -080.16834627
111  26.19006692 -080.16838344
111  26.19003309 -080.16833519
111  26.19006832 -080.16830052
112  26.19006876 -080.16828772  26.19006624 -080.16828198
111  26.19006876 -080.16828772
