I
1050 Generated by WorldEditor 2.1.0r1

1   1243 1 0 KCHD Chandler Muni
120 Linear Feature 193
111  33.26918664 -111.81500274 20
115  33.26915442 -111.81497045
120 Linear Feature 193
111  33.26926983 -111.81488544 20
115  33.26923761 -111.81485315
120 Linear Feature 193
111  33.26935375 -111.81476782 20
115  33.26932153 -111.81473553
120 Linear Feature 193
111  33.26943791 -111.81465115 20
115  33.26940569 -111.81461886
120 Linear Feature 193
111  33.26952119 -111.81453416 20
115  33.26948897 -111.81450187
120 Linear Feature 193
111  33.26960500 -111.81441719 20
115  33.26957278 -111.81438490
120 Linear Feature 193
111  33.26968854 -111.81430031 20
115  33.26965632 -111.81426801
120 Linear Feature 193
111  33.26977224 -111.81418203 20
115  33.26974002 -111.81414974
120 Linear Feature 193
111  33.26985557 -111.81406543 20
115  33.26982335 -111.81403314
120 Linear Feature 193
111  33.26993995 -111.81394913 20
115  33.26990773 -111.81391684
120 Linear Feature 193
111  33.27002419 -111.81383122 20
115  33.26999197 -111.81379893
120 Linear Feature 193
111  33.27010727 -111.81371425 20
115  33.27007505 -111.81368196
120 Linear Feature 193
111  33.27019097 -111.81359726 20
115  33.27015875 -111.81356497
120 Linear Feature 193
111  33.27027451 -111.81347985 20
115  33.27024229 -111.81344755
120 Linear Feature 193
111  33.27035782 -111.81336281 20
115  33.27032560 -111.81333052
120 Linear Feature 193
111  33.27044179 -111.81324548 20
115  33.27040957 -111.81321318
120 Linear Feature 193
111  33.27152459 -111.81173039 20
115  33.27149237 -111.81169810
120 Linear Feature 193
111  33.27144082 -111.81184698 20
115  33.27140860 -111.81181468
120 Linear Feature 193
111  33.27135738 -111.81196462 20
115  33.27132515 -111.81193233
120 Linear Feature 193
111  33.27127410 -111.81208167 20
115  33.27124187 -111.81204938
120 Linear Feature 193
111  33.27119025 -111.81219775 20
115  33.27115803 -111.81216546
120 Linear Feature 193
111  33.27110697 -111.81231485 20
115  33.27107475 -111.81228255
120 Linear Feature 193
111  33.27102310 -111.81243255 20
115  33.27099088 -111.81240025
120 Linear Feature 193
111  33.27094101 -111.81254976 20
115  33.27090879 -111.81251747
120 Linear Feature 193
111  33.27085601 -111.81266619 20
115  33.27082379 -111.81263390
120 Linear Feature 193
111  33.27077238 -111.81278334 20
115  33.27074015 -111.81275105
120 Linear Feature 193
111  33.27074147 -111.81354946 20
115  33.27070925 -111.81351717
120 Linear Feature 193
111  33.27065787 -111.81366644 20
115  33.27062565 -111.81363414
120 Linear Feature 193
111  33.27057456 -111.81378355 20
115  33.27054233 -111.81375125
120 Linear Feature 193
111  33.27049101 -111.81390076 20
115  33.27045879 -111.81386847
120 Linear Feature 193
111  33.27040672 -111.81401752 20
115  33.27037450 -111.81398523
120 Linear Feature 193
111  33.27032289 -111.81413371 20
115  33.27029066 -111.81410141
120 Linear Feature 193
111  33.27023907 -111.81425195 20
115  33.27020685 -111.81421966
120 Linear Feature 193
111  33.27083104 -111.81442326 20
115  33.27079882 -111.81439097
120 Linear Feature 193
111  33.27074696 -111.81454119 20
115  33.27071474 -111.81450890
120 Linear Feature 193
111  33.27066342 -111.81465795 20
115  33.27063120 -111.81462566
120 Linear Feature 193
111  33.27057937 -111.81477511 20
115  33.27054715 -111.81474282
120 Linear Feature 193
111  33.27049540 -111.81489211 20
115  33.27046318 -111.81485982
120 Linear Feature 193
111  33.27015513 -111.81436852 20
115  33.27012291 -111.81433623
120 Linear Feature 193
111  33.27007161 -111.81448615 20
115  33.27003939 -111.81445386
120 Linear Feature 193
111  33.26998762 -111.81460343 20
115  33.26995540 -111.81457113
120 Linear Feature 193
111  33.26990384 -111.81471959 20
115  33.26987161 -111.81468730
120 Linear Feature 193
111  33.26982045 -111.81483763 20
115  33.26978823 -111.81480534
120 Linear Feature 193
111  33.26973672 -111.81495494 20
115  33.26970450 -111.81492265
120 Linear Feature 193
111  33.26965217 -111.81507337 20
115  33.26961995 -111.81504108
120 Linear Feature 193
111  33.26948389 -111.81530684 20
115  33.26945167 -111.81527455
120 Linear Feature 193
111  33.26956883 -111.81518849 20
115  33.26953660 -111.81515619
120 Linear Feature 192
111  33.26917179 -111.81494636 20
111  33.26915442 -111.81497045 20
115  33.26913699 -111.81499464
120 Linear Feature 192
111  33.26925497 -111.81482906 20
111  33.26923761 -111.81485315 20
115  33.26922017 -111.81487734
120 Linear Feature 192
111  33.26933890 -111.81471144 20
111  33.26932153 -111.81473553 20
115  33.26930410 -111.81475971
120 Linear Feature 192
111  33.26942305 -111.81459477 20
111  33.26940569 -111.81461886 20
115  33.26938825 -111.81464305
120 Linear Feature 192
111  33.26950633 -111.81447778 20
111  33.26948897 -111.81450187 20
115  33.26947153 -111.81452605
120 Linear Feature 192
111  33.26959014 -111.81436081 20
111  33.26957278 -111.81438490 20
115  33.26955534 -111.81440908
120 Linear Feature 192
111  33.26967369 -111.81424392 20
111  33.26965632 -111.81426801 20
115  33.26963889 -111.81429220
120 Linear Feature 192
111  33.26975738 -111.81412565 20
111  33.26974002 -111.81414974 20
115  33.26972258 -111.81417393
120 Linear Feature 192
111  33.26984072 -111.81400905 20
111  33.26982335 -111.81403314 20
115  33.26980591 -111.81405732
120 Linear Feature 192
111  33.26992509 -111.81389275 20
111  33.26990773 -111.81391684 20
115  33.26989029 -111.81394103
120 Linear Feature 192
111  33.27000933 -111.81377484 20
111  33.26999197 -111.81379893 20
115  33.26997453 -111.81382312
120 Linear Feature 192
111  33.27009242 -111.81365787 20
111  33.27007505 -111.81368196 20
115  33.27005762 -111.81370615
120 Linear Feature 192
111  33.27017611 -111.81354088 20
111  33.27015875 -111.81356497 20
115  33.27014131 -111.81358916
120 Linear Feature 192
111  33.27025965 -111.81342346 20
111  33.27024229 -111.81344755 20
115  33.27022485 -111.81347174
120 Linear Feature 192
111  33.27034297 -111.81330643 20
111  33.27032560 -111.81333052 20
115  33.27030817 -111.81335470
120 Linear Feature 192
111  33.27042693 -111.81318909 20
111  33.27040957 -111.81321318 20
115  33.27039213 -111.81323737
120 Linear Feature 192
111  33.27150974 -111.81167401 20
111  33.27149237 -111.81169810 20
115  33.27147494 -111.81172228
120 Linear Feature 192
111  33.27142597 -111.81179059 20
111  33.27140860 -111.81181468 20
115  33.27139117 -111.81183887
120 Linear Feature 192
111  33.27134252 -111.81190824 20
111  33.27132515 -111.81193233 20
115  33.27130772 -111.81195652
120 Linear Feature 192
111  33.27125924 -111.81202529 20
111  33.27124187 -111.81204938 20
115  33.27122444 -111.81207356
120 Linear Feature 192
111  33.27117539 -111.81214137 20
111  33.27115803 -111.81216546 20
115  33.27114059 -111.81218964
120 Linear Feature 192
111  33.27109212 -111.81225846 20
111  33.27107475 -111.81228255 20
115  33.27105732 -111.81230674
120 Linear Feature 192
111  33.27100824 -111.81237616 20
111  33.27099088 -111.81240025 20
115  33.27097344 -111.81242444
120 Linear Feature 192
111  33.27092615 -111.81249338 20
111  33.27090879 -111.81251747 20
115  33.27089136 -111.81254166
120 Linear Feature 192
111  33.27084115 -111.81260980 20
111  33.27082379 -111.81263390 20
115  33.27080635 -111.81265808
120 Linear Feature 192
111  33.27075752 -111.81272696 20
111  33.27074015 -111.81275105 20
115  33.27072272 -111.81277524
120 Linear Feature 192
111  33.27072661 -111.81349308 20
111  33.27070925 -111.81351717 20
115  33.27069181 -111.81354136
120 Linear Feature 192
111  33.27064301 -111.81361005 20
111  33.27062565 -111.81363414 20
115  33.27060822 -111.81365833
120 Linear Feature 192
111  33.27055970 -111.81372716 20
111  33.27054233 -111.81375125 20
115  33.27052490 -111.81377544
120 Linear Feature 192
111  33.27047616 -111.81384438 20
111  33.27045879 -111.81386847 20
115  33.27044136 -111.81389266
120 Linear Feature 192
111  33.27039187 -111.81396114 20
111  33.27037450 -111.81398523 20
115  33.27035707 -111.81400941
120 Linear Feature 192
111  33.27030803 -111.81407732 20
111  33.27029066 -111.81410141 20
115  33.27027323 -111.81412560
120 Linear Feature 192
111  33.27022421 -111.81419557 20
111  33.27020685 -111.81421966 20
115  33.27018941 -111.81424384
120 Linear Feature 192
111  33.27081619 -111.81436688 20
111  33.27079882 -111.81439097 20
115  33.27078139 -111.81441515
120 Linear Feature 192
111  33.27073211 -111.81448481 20
111  33.27071474 -111.81450890 20
115  33.27069730 -111.81453308
120 Linear Feature 192
111  33.27064857 -111.81460157 20
111  33.27063120 -111.81462566 20
115  33.27061377 -111.81464984
120 Linear Feature 192
111  33.27056452 -111.81471873 20
111  33.27054715 -111.81474282 20
115  33.27052972 -111.81476700
120 Linear Feature 192
111  33.27048054 -111.81483573 20
111  33.27046318 -111.81485982 20
115  33.27044574 -111.81488400
120 Linear Feature 192
111  33.27014028 -111.81431214 20
111  33.27012291 -111.81433623 20
115  33.27010548 -111.81436041
120 Linear Feature 192
111  33.27005676 -111.81442977 20
111  33.27003939 -111.81445386 20
115  33.27002196 -111.81447805
120 Linear Feature 192
111  33.26997276 -111.81454704 20
111  33.26995540 -111.81457113 20
115  33.26993796 -111.81459532
120 Linear Feature 192
111  33.26988898 -111.81466321 20
111  33.26987161 -111.81468730 20
115  33.26985418 -111.81471149
120 Linear Feature 192
111  33.26980560 -111.81478125 20
111  33.26978823 -111.81480534 20
115  33.26977079 -111.81482952
120 Linear Feature 192
111  33.26972186 -111.81489856 20
111  33.26970450 -111.81492265 20
115  33.26968706 -111.81494683
120 Linear Feature 192
111  33.26963732 -111.81501699 20
111  33.26961995 -111.81504108 20
115  33.26960252 -111.81506526
120 Linear Feature 192
111  33.26946904 -111.81525046 20
111  33.26945167 -111.81527455 20
115  33.26943424 -111.81529874
120 Linear Feature 192
111  33.26955397 -111.81513210 20
111  33.26953660 -111.81515619 20
115  33.26951917 -111.81518038
120 Linear Feature 191
111  33.27156819 -111.81183370 20
111  33.27155132 -111.81185750 20
115  33.27153404 -111.81188189
120 Linear Feature 191
111  33.27148474 -111.81195103 20
111  33.27146788 -111.81197483 20
115  33.27145059 -111.81199922
120 Linear Feature 191
111  33.27140095 -111.81206792 20
111  33.27138408 -111.81209172 20
115  33.27136679 -111.81211611
120 Linear Feature 191
111  33.27131792 -111.81218469 20
111  33.27130105 -111.81220848 20
115  33.27128376 -111.81223287
120 Linear Feature 191
111  33.27123392 -111.81230217 20
111  33.27121706 -111.81232597 20
115  33.27119977 -111.81235036
120 Linear Feature 191
111  33.27115064 -111.81241980 20
111  33.27113377 -111.81244360 20
115  33.27111648 -111.81246799
120 Linear Feature 191
111  33.27106735 -111.81253622 20
111  33.27105048 -111.81256002 20
115  33.27103320 -111.81258441
120 Linear Feature 191
111  33.27098380 -111.81265328 20
111  33.27096693 -111.81267708 20
115  33.27094964 -111.81270147
120 Linear Feature 191
111  33.27089999 -111.81277033 20
111  33.27088313 -111.81279413 20
115  33.27086584 -111.81281852
120 Linear Feature 191
111  33.27090801 -111.81357583 20
111  33.27089114 -111.81359962 20
115  33.27087385 -111.81362401
120 Linear Feature 191
111  33.27082511 -111.81369186 20
111  33.27080824 -111.81371566 20
115  33.27079096 -111.81374005
120 Linear Feature 191
111  33.27074127 -111.81380910 20
111  33.27072441 -111.81383290 20
115  33.27070712 -111.81385729
120 Linear Feature 191
111  33.26931121 -111.81499177 20
111  33.26929434 -111.81501557 20
115  33.26927706 -111.81503996
120 Linear Feature 191
111  33.26939635 -111.81487212 20
111  33.26937948 -111.81489591 20
115  33.26936220 -111.81492030
120 Linear Feature 191
111  33.26948028 -111.81475505 20
111  33.26946342 -111.81477885 20
115  33.26944613 -111.81480324
120 Linear Feature 191
111  33.26956447 -111.81463786 20
111  33.26954760 -111.81466165 20
115  33.26953031 -111.81468604
120 Linear Feature 191
111  33.26964763 -111.81452129 20
111  33.26963077 -111.81454509 20
115  33.26961348 -111.81456948
120 Linear Feature 191
111  33.26973211 -111.81440419 20
111  33.26971524 -111.81442798 20
115  33.26969795 -111.81445237
120 Linear Feature 191
111  33.26981531 -111.81428612 20
111  33.26979844 -111.81430992 20
115  33.26978116 -111.81433431
120 Linear Feature 191
111  33.26989932 -111.81416982 20
111  33.26988246 -111.81419362 20
115  33.26986517 -111.81421801
120 Linear Feature 191
111  33.26998258 -111.81405306 20
111  33.26996572 -111.81407686 20
115  33.26994843 -111.81410125
120 Linear Feature 191
111  33.27006722 -111.81393647 20
111  33.27005036 -111.81396027 20
115  33.27003307 -111.81398466
120 Linear Feature 191
111  33.27015086 -111.81381910 20
111  33.27013399 -111.81384290 20
115  33.27011671 -111.81386729
120 Linear Feature 191
111  33.27023352 -111.81370232 20
111  33.27021665 -111.81372612 20
115  33.27019937 -111.81375051
120 Linear Feature 191
111  33.27031661 -111.81358618 20
111  33.27029974 -111.81360998 20
115  33.27028246 -111.81363437
120 Linear Feature 191
111  33.27040200 -111.81346696 20
111  33.27038514 -111.81349076 20
115  33.27036785 -111.81351515
120 Linear Feature 191
111  33.27048474 -111.81335095 20
111  33.27046788 -111.81337475 20
115  33.27045059 -111.81339913
120 Linear Feature 191
111  33.27056948 -111.81323273 20
111  33.27055261 -111.81325653 20
115  33.27053533 -111.81328092
120 Linear Feature 191
111  33.27065770 -111.81392691 20
111  33.27064083 -111.81395071 20
115  33.27062354 -111.81397510
120 Linear Feature 191
111  33.27057361 -111.81404331 20
111  33.27055675 -111.81406711 20
115  33.27053946 -111.81409149
120 Linear Feature 191
111  33.27049028 -111.81416094 20
111  33.27047341 -111.81418474 20
115  33.27045613 -111.81420913
120 Linear Feature 191
111  33.27040710 -111.81427839 20
111  33.27039023 -111.81430219 20
115  33.27037294 -111.81432658
120 Linear Feature 191
111  33.27032285 -111.81439466 20
111  33.27030599 -111.81441846 20
115  33.27028870 -111.81444285
120 Linear Feature 191
111  33.27023949 -111.81451288 20
111  33.27022262 -111.81453668 20
115  33.27020533 -111.81456107
120 Linear Feature 191
111  33.27015535 -111.81462964 20
111  33.27013848 -111.81465343 20
115  33.27012119 -111.81467782
120 Linear Feature 191
111  33.27007106 -111.81474659 20
111  33.27005419 -111.81477038 20
115  33.27003690 -111.81479477
120 Linear Feature 191
111  33.26998747 -111.81486433 20
111  33.26997060 -111.81488813 20
115  33.26995331 -111.81491252
120 Linear Feature 191
111  33.26990423 -111.81498136 20
111  33.26988737 -111.81500516 20
115  33.26987008 -111.81502955
120 Linear Feature 191
111  33.26982001 -111.81509814 20
111  33.26980315 -111.81512194 20
115  33.26978586 -111.81514633
120 Linear Feature 191
111  33.26973643 -111.81521522 20
111  33.26971957 -111.81523902 20
115  33.26970228 -111.81526341
120 Linear Feature 191
111  33.26965328 -111.81533206 20
111  33.26963641 -111.81535586 20
115  33.26961912 -111.81538025
120 Linear Feature 190
111  33.27151945 -111.81182542 20
115  33.27155132 -111.81185750
120 Linear Feature 190
111  33.27143600 -111.81194276 20
115  33.27146788 -111.81197483
120 Linear Feature 190
111  33.27135220 -111.81205964 20
115  33.27138408 -111.81209172
120 Linear Feature 190
111  33.27126917 -111.81217641 20
115  33.27130105 -111.81220848
120 Linear Feature 190
111  33.27118518 -111.81229390 20
115  33.27121706 -111.81232597
120 Linear Feature 190
111  33.27110189 -111.81241152 20
115  33.27113377 -111.81244360
120 Linear Feature 190
111  33.27101860 -111.81252795 20
115  33.27105048 -111.81256002
120 Linear Feature 190
111  33.27093505 -111.81264501 20
115  33.27096693 -111.81267708
120 Linear Feature 190
111  33.27085125 -111.81276205 20
115  33.27088313 -111.81279413
120 Linear Feature 190
111  33.27085926 -111.81356755 20
115  33.27089114 -111.81359962
120 Linear Feature 190
111  33.27077636 -111.81368358 20
115  33.27080824 -111.81371566
120 Linear Feature 190
111  33.27069253 -111.81380083 20
115  33.27072441 -111.81383290
120 Linear Feature 190
111  33.26926247 -111.81498350 20
115  33.26929434 -111.81501557
120 Linear Feature 190
111  33.26934761 -111.81486384 20
115  33.26937948 -111.81489591
120 Linear Feature 190
111  33.26943154 -111.81474678 20
115  33.26946342 -111.81477885
120 Linear Feature 190
111  33.26951572 -111.81462958 20
115  33.26954760 -111.81466165
120 Linear Feature 190
111  33.26959889 -111.81451302 20
115  33.26963077 -111.81454509
120 Linear Feature 190
111  33.26968336 -111.81439591 20
115  33.26971524 -111.81442798
120 Linear Feature 190
111  33.26976656 -111.81427784 20
115  33.26979844 -111.81430992
120 Linear Feature 190
111  33.26985058 -111.81416154 20
115  33.26988246 -111.81419362
120 Linear Feature 190
111  33.26993384 -111.81404478 20
115  33.26996572 -111.81407686
120 Linear Feature 190
111  33.27001848 -111.81392820 20
115  33.27005036 -111.81396027
120 Linear Feature 190
111  33.27010211 -111.81381083 20
115  33.27013399 -111.81384290
120 Linear Feature 190
